#Flow rate(1/s)		 Mean velocity(m/s)
1.099	0.801
0.688	0.514
0.798	0.177
0.581	0.123
1.214	0.212
1.136	0.081
1.149	0.238
0.935	0.111
1.225	0.051
1.179	-92633671389852961481058529635719208016894683224232779302615647311267576676352.000
1.099	0.000
0.815	-154389452316421585327758410630302407580562153734653538600860811835655717912576.000
