#framerate (fps):	10.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00071	 4	 0.7500	 1.0500	 0.0000	 4.1893	 0.1649	(((4917.952652, 12084.414730), (6561.847958, 13466.781237), (10742.639594, 12186.947063), (9770.312500, 8575.446429), (7839.223698, 7708.426966), (4972.844400, 9284.935580), (4917.952652, 12084.414730)))	(((4999.999937, 12153.409038), (5000.000304, 9269.999833), (4972.844400, 9284.935580), (4917.952652, 12084.414730), (4999.999937, 12153.409038)))
00072	 13	 -0.7100	 0.5000	 0.0000	 5.7027	 0.0224	(((-9088.297872, 7262.765957), (-8084.925373, 7852.985075), (-3900.510204, 5316.975881), (-4336.443149, 4286.588921), (-7350.000000, 2691.176471), (-9503.597122, 4148.021583), (-9088.297872, 7262.765957)))	(((-5000.000790, 5983.333812), (-3900.510204, 5316.975881), (-4034.615691, 4999.999275), (-5000.000000, 5000.000000), (-5000.000790, 5983.333812)))
00072	 21	 -0.6800	 1.3500	 0.0000	 3.9411	 0.1726	(((-10066.393443, 13368.852459), (-9843.181818, 15154.545455), (-7816.666667, 16505.555556), (-4098.387097, 15266.129032), (-3700.955131, 14200.288761), (-5077.371007, 11185.282555), (-7126.460331, 10515.387969), (-10066.393443, 13368.852459)))	(((-5000.000513, 11354.760780), (-5000.000000, 15000.000000), (-3999.152370, 14999.999537), (-3700.955131, 14200.288761), (-5000.000513, 11354.760780)))
00072	 45	 -0.5100	 0.8300	 0.0000	 5.0666	 0.0781	(((-7126.460331, 10515.387969), (-5077.371007, 11185.282555), (-2520.338983, 8793.220339), (-3564.148073, 5512.677485), (-3900.510204, 5316.975881), (-8084.925373, 7852.985075), (-7126.460331, 10515.387969)))	(((-5000.000570, 11112.903759), (-2520.338983, 8793.220339), (-3564.148073, 5512.677485), (-3900.510204, 5316.975881), (-4999.999798, 5983.333211), (-5000.000570, 11112.903759)))
00072	 7	 -0.2200	 1.1400	 0.0000	 5.0273	 0.1304	(((-3700.955131, 14200.288761), (590.876945, 12902.758133), (-207.480315, 9564.173228), (-2520.338983, 8793.220339), (-5077.371007, 11185.282555), (-3700.955131, 14200.288761)))	(((-5000.000047, 11112.903269), (-5000.000065, 11354.761762), (-3700.955131, 14200.288761), (590.876945, 12902.758133), (-207.480315, 9564.173228), (-2520.338983, 8793.220339), (-5000.000047, 11112.903269)))
00072	 16	 -0.1900	 0.2800	 0.0000	 5.4870	 0.1649	(((-3900.510204, 5316.975881), (-3564.148073, 5512.677485), (-84.332085, 4494.194757), (499.270073, 2043.065693), (-2539.226519, -805.524862), (-4336.443149, 4286.588921), (-3900.510204, 5316.975881)))	(((-1812.497638, 4999.999309), (-4034.615552, 4999.999604), (-3900.510204, 5316.975881), (-3564.148073, 5512.677485), (-1812.497638, 4999.999309)))
00072	 28	 -0.0900	 1.5700	 0.0000	 4.2050	 0.1456	(((-3700.955131, 14200.288761), (-4098.387097, 15266.129032), (-2181.673052, 18436.079183), (1816.777042, 17965.673289), (2016.000000, 17676.800000), (1084.217507, 13204.244032), (590.876945, 12902.758133), (-3700.955131, 14200.288761)))	(((-3999.152522, 14999.999946), (1458.333282, 14999.999754), (1084.217507, 13204.244032), (590.876945, 12902.758133), (-3700.955131, 14200.288761), (-3999.152522, 14999.999946)))
00072	 38	 -0.0700	 0.6900	 0.0000	 5.2777	 0.1118	(((-3564.148073, 5512.677485), (-2520.338983, 8793.220339), (-207.480315, 9564.173228), (2348.633257, 7233.599089), (2313.742690, 6814.912281), (-84.332085, 4494.194757), (-3564.148073, 5512.677485)))	(((438.333796, 5000.000448), (-1812.500676, 5000.000198), (-3564.148073, 5512.677485), (-2520.338983, 8793.220339), (-207.480315, 9564.173228), (2348.633257, 7233.599089), (2313.742690, 6814.912281), (438.333796, 5000.000448)))
00072	 8	 0.2300	 0.3800	 0.0000	 6.0116	 0.1118	(((2313.742690, 6814.912281), (4853.945746, 3883.908755), (3285.973597, 1246.864686), (499.270073, 2043.065693), (-84.332085, 4494.194757), (2313.742690, 6814.912281)))	(((3886.667265, 4999.999310), (438.332636, 4999.999325), (2313.742690, 6814.912281), (3886.667265, 4999.999310)))
00072	 48	 0.2400	 1.0300	 0.0000	 4.7107	 0.1552	(((590.876945, 12902.758133), (1084.217507, 13204.244032), (4970.589529, 11879.344479), (5021.706368, 9221.268838), (2348.633257, 7233.599089), (-207.480315, 9564.173228), (590.876945, 12902.758133)))	(((5000.000124, 10349.993578), (4999.999956, 9205.128172), (2348.633257, 7233.599089), (-207.480315, 9564.173228), (590.876945, 12902.758133), (1084.217507, 13204.244032), (4970.589529, 11879.344479), (5000.000124, 10349.993578)))
00072	 30	 0.3900	 1.4700	 0.0000	 4.2519	 0.1628	(((2016.000000, 17676.800000), (6266.000000, 16826.800000), (6612.531539, 13292.178301), (4970.589529, 11879.344479), (1084.217507, 13204.244032), (2016.000000, 17676.800000)))	(((1458.333282, 14999.999754), (5000.000000, 15000.000000), (5000.000181, 11904.651319), (4970.589529, 11879.344479), (1084.217507, 13204.244032), (1458.333282, 14999.999754)))
00072	 15	 0.5300	 0.6400	 0.0000	 5.2734	 0.1005	(((2348.633257, 7233.599089), (5021.706368, 9221.268838), (7837.900356, 7601.957295), (7145.754026, 4218.130796), (4853.945746, 3883.908755), (2313.742690, 6814.912281), (2348.633257, 7233.599089)))	(((5000.000336, 9205.128455), (5000.000000, 5000.000000), (3886.666863, 4999.999773), (2313.742690, 6814.912281), (2348.633257, 7233.599089), (5000.000336, 9205.128455)))
00072	 4	 0.7600	 1.0400	 0.0000	 4.1994	 0.1676	(((4970.589529, 11879.344479), (6612.531539, 13292.178301), (10890.687361, 12044.382853), (9859.090909, 8468.181818), (7837.900356, 7601.957295), (5021.706368, 9221.268838), (4970.589529, 11879.344479)))	(((4999.999719, 11904.650921), (5000.000154, 10349.991988), (4970.589529, 11879.344479), (4999.999719, 11904.650921)))
00073	 13	 -0.7100	 0.5000	 0.0000	 5.7285	 0.0283	(((-9142.457421, 7117.883212), (-7950.854701, 7847.435897), (-3875.791648, 5173.175769), (-4220.842491, 4378.058608), (-7300.000000, 2657.352941), (-9474.620061, 4128.419453), (-9142.457421, 7117.883212)))	(((-5000.000269, 5910.937676), (-3875.791648, 5173.175769), (-3950.943732, 4999.999226), (-5000.000000, 5000.000000), (-5000.000269, 5910.937676)))
00073	 21	 -0.6800	 1.3300	 0.0000	 3.9755	 0.1746	(((-10022.817955, 13126.558603), (-9785.838150, 14992.774566), (-7816.666667, 16305.555556), (-4088.961039, 15062.987013), (-3715.370867, 14104.647006), (-5042.296073, 11052.719033), (-7127.777778, 10316.666667), (-10022.817955, 13126.558603)))	(((-5000.000268, 11149.999384), (-5000.000000, 15000.000000), (-4064.406968, 15000.000483), (-3715.370867, 14104.647006), (-5000.000268, 11149.999384)))
00073	 45	 -0.5000	 0.8200	 0.0000	 5.1584	 0.0781	(((-7127.777778, 10316.666667), (-5042.296073, 11052.719033), (-2454.347826, 8715.217391), (-3544.887846, 5365.701617), (-3875.791648, 5173.175769), (-7950.854701, 7847.435897), (-7127.777778, 10316.666667)))	(((-4999.999439, 11014.515623), (-2454.347826, 8715.217391), (-3544.887846, 5365.701617), (-3875.791648, 5173.175769), (-5000.000081, 5910.937553), (-4999.999439, 11014.515623)))
00073	 7	 -0.2200	 1.1300	 0.0000	 5.0490	 0.1221	(((-3715.370867, 14104.647006), (644.329897, 12786.597938), (-223.809524, 9458.730159), (-2454.347826, 8715.217391), (-5042.296073, 11052.719033), (-3715.370867, 14104.647006)))	(((-4999.999880, 11014.516021), (-4999.999904, 11150.000222), (-3715.370867, 14104.647006), (644.329897, 12786.597938), (-223.809524, 9458.730159), (-2454.347826, 8715.217391), (-4999.999880, 11014.516021)))
00073	 16	 -0.1800	 0.2700	 0.0000	 5.6835	 0.1676	(((-3875.791648, 5173.175769), (-3544.887846, 5365.701617), (-29.329962, 4422.503161), (560.065908, 1737.477531), (-2605.691057, -614.227642), (-4220.842491, 4378.058608), (-3875.791648, 5173.175769)))	(((-2181.818358, 5000.000047), (-3950.943060, 5000.000775), (-3875.791648, 5173.175769), (-3544.887846, 5365.701617), (-2181.818358, 5000.000047)))
00073	 28	 -0.0900	 1.5600	 0.0000	 4.2433	 0.1456	(((-3715.370867, 14104.647006), (-4088.961039, 15062.987013), (-2189.784946, 18329.569892), (1856.737724, 17763.056719), (2054.382470, 17469.123506), (1035.024155, 13021.014493), (644.329897, 12786.597938), (-3715.370867, 14104.647006)))	(((-4064.406914, 15000.000346), (1488.541594, 14999.999684), (1035.024155, 13021.014493), (644.329897, 12786.597938), (-3715.370867, 14104.647006), (-4064.406914, 15000.000346)))
00073	 38	 -0.0700	 0.6800	 0.0000	 5.3226	 0.1105	(((-3544.887846, 5365.701617), (-2454.347826, 8715.217391), (-223.809524, 9458.730159), (2341.569087, 7048.829040), (2305.084746, 6611.016949), (-29.329962, 4422.503161), (-3544.887846, 5365.701617)))	(((586.667076, 5000.000384), (-2181.818994, 5000.000218), (-3544.887846, 5365.701617), (-2454.347826, 8715.217391), (-223.809524, 9458.730159), (2341.569087, 7048.829040), (2305.084746, 6611.016949), (586.667076, 5000.000384)))
00073	 8	 0.2300	 0.3600	 0.0000	 5.9441	 0.1315	(((2305.084746, 6611.016949), (4792.748092, 3846.946565), (3133.439490, 860.191083), (560.065908, 1737.477531), (-29.329962, 4422.503161), (2305.084746, 6611.016949)))	(((3754.999845, 5000.000172), (586.666365, 4999.999717), (2305.084746, 6611.016949), (3754.999845, 5000.000172)))
00073	 48	 0.2400	 1.0100	 0.0000	 4.7563	 0.1552	(((644.329897, 12786.597938), (1035.024155, 13021.014493), (4970.589529, 11679.344479), (5020.324190, 9093.142145), (2341.569087, 7048.829040), (-223.809524, 9458.730159), (644.329897, 12786.597938)))	(((4999.999872, 10150.006681), (4999.999543, 9077.631230), (2341.569087, 7048.829040), (-223.809524, 9458.730159), (644.329897, 12786.597938), (1035.024155, 13021.014493), (4970.589529, 11679.344479), (4999.999872, 10150.006681)))
00073	 30	 0.3900	 1.4500	 0.0000	 4.2468	 0.1712	(((2054.382470, 17469.123506), (6266.000000, 16626.800000), (6612.531539, 13092.178301), (4970.589529, 11679.344479), (1035.024155, 13021.014493), (2054.382470, 17469.123506)))	(((1488.541613, 14999.999768), (5000.000000, 15000.000000), (4999.999765, 11704.650960), (4970.589529, 11679.344479), (1035.024155, 13021.014493), (1488.541613, 14999.999768)))
00073	 15	 0.5300	 0.6300	 0.0000	 5.3509	 0.1020	(((2341.569087, 7048.829040), (5020.324190, 9093.142145), (7784.210526, 7463.157895), (7182.178218, 4151.980198), (4792.748092, 3846.946565), (2305.084746, 6611.016949), (2341.569087, 7048.829040)))	(((4999.999386, 9077.631111), (5000.000000, 5000.000000), (3754.999735, 5000.000295), (2305.084746, 6611.016949), (2341.569087, 7048.829040), (4999.999386, 9077.631111)))
00073	 4	 0.7600	 1.0200	 0.0000	 4.2796	 0.1530	(((4970.589529, 11679.344479), (6612.531539, 13092.178301), (10835.512630, 11860.475483), (9906.976744, 8411.627907), (7784.210526, 7463.157895), (5020.324190, 9093.142145), (4970.589529, 11679.344479)))	(((5000.000000, 11704.651163), (4999.999586, 10150.021504), (4970.589529, 11679.344479), (5000.000000, 11704.651163)))
00074	 13	 -0.7100	 0.5000	 0.0000	 5.8452	 0.0283	(((-9151.488834, 7036.600496), (-7891.793393, 7797.666492), (-3872.636237, 5075.011644), (-4177.191679, 4402.451709), (-7250.000000, 2685.294118), (-9475.000000, 4125.000000), (-9151.488834, 7036.600496)))	(((-4999.999720, 5838.709488), (-3872.636237, 5075.011644), (-3906.603737, 5000.000080), (-5000.000000, 5000.000000), (-4999.999720, 5838.709488)))
00074	 21	 -0.6800	 1.3100	 0.0000	 4.0178	 0.1726	(((-9999.848024, 13001.367781), (-9802.816901, 14774.647887), (-7715.483476, 16125.275398), (-4004.368932, 14810.922330), (-3691.005291, 14027.513228), (-4936.354582, 10946.912351), (-7083.910665, 10173.792160), (-9999.848024, 13001.367781)))	(((-4999.999255, 10924.000268), (-5000.000000, 15000.000000), (-4538.235809, 15000.000182), (-4004.368932, 14810.922330), (-3691.005291, 14027.513228), (-4936.354582, 10946.912351), (-4999.999255, 10924.000268)))
00074	 14	 -0.5100	 1.7900	 0.0000	 4.1174	 0.2010	(((-7715.483476, 16125.275398), (-7444.365657, 20643.905711), (-3289.911039, 20404.225637), (-2140.226566, 18150.844069), (-4004.368932, 14810.922330), (-7715.483476, 16125.275398)))	(((-3898.836887, 15000.000577), (-4004.368932, 14810.922330), (-4538.236677, 15000.000490), (-3898.836887, 15000.000577)))
00074	 45	 -0.5000	 0.8100	 0.0000	 5.2369	 0.0781	(((-7083.910665, 10173.792160), (-4936.354582, 10946.912351), (-2451.897642, 8622.742956), (-3544.887846, 5265.701617), (-3872.636237, 5075.011644), (-7891.793393, 7797.666492), (-7083.910665, 10173.792160)))	(((-5000.000182, 10923.999935), (-4936.354582, 10946.912351), (-2451.897642, 8622.742956), (-3544.887846, 5265.701617), (-3872.636237, 5075.011644), (-4999.999622, 5838.709421), (-5000.000182, 10923.999935)))
00074	 7	 -0.2100	 1.1200	 0.0000	 5.0007	 0.1166	(((-3691.005291, 14027.513228), (744.329897, 12686.597938), (-127.129338, 9346.004206), (-2451.897642, 8622.742956), (-4936.354582, 10946.912351), (-3691.005291, 14027.513228)))	(((-3691.005291, 14027.513228), (744.329897, 12686.597938), (-127.129338, 9346.004206), (-2451.897642, 8622.742956), (-4936.354582, 10946.912351), (-3691.005291, 14027.513228)))
00074	 16	 -0.1800	 0.2600	 0.0000	 5.7713	 0.1868	(((-3872.636237, 5075.011644), (-3544.887846, 5265.701617), (-66.494845, 4332.474227), (506.459330, 1467.703349), (-2701.935915, -613.417891), (-4177.191679, 4402.451709), (-3872.636237, 5075.011644)))	(((-2554.544780, 4999.999819), (-3906.604189, 4999.999082), (-3872.636237, 5075.011644), (-3544.887846, 5265.701617), (-2554.544780, 4999.999819)))
00074	 28	 -0.0800	 1.5500	 0.0000	 4.3339	 0.1456	(((-3691.005291, 14027.513228), (-4004.368932, 14810.922330), (-2140.226566, 18150.844069), (1877.407407, 17658.888889), (2104.330709, 17318.503937), (1065.346535, 12879.207921), (744.329897, 12686.597938), (-3691.005291, 14027.513228)))	(((-3898.837209, 15000.000001), (1561.702130, 15000.000009), (1065.346535, 12879.207921), (744.329897, 12686.597938), (-3691.005291, 14027.513228), (-4004.368932, 14810.922330), (-3898.837209, 15000.000001)))
00074	 38	 -0.0700	 0.6700	 0.0000	 5.2885	 0.1204	(((-3544.887846, 5265.701617), (-2451.897642, 8622.742956), (-127.129338, 9346.004206), (2341.822430, 6951.869159), (2296.594005, 6409.128065), (-66.494845, 4332.474227), (-3544.887846, 5265.701617)))	(((693.103736, 5000.000253), (-2554.547033, 5000.000423), (-3544.887846, 5265.701617), (-2451.897642, 8622.742956), (-127.129338, 9346.004206), (2341.822430, 6951.869159), (2296.594005, 6409.128065), (693.103736, 5000.000253)))
00074	 8	 0.2200	 0.3400	 0.0000	 5.9018	 0.1712	(((2296.594005, 6409.128065), (4651.149425, 3802.298851), (3034.433962, 568.867925), (506.459330, 1467.703349), (-66.494845, 4332.474227), (2296.594005, 6409.128065)))	(((3569.354317, 5000.000577), (693.104556, 5000.000973), (2296.594005, 6409.128065), (3569.354317, 5000.000577)))
00074	 48	 0.2500	 1.0000	 0.0000	 4.7691	 0.1432	(((744.329897, 12686.597938), (1065.346535, 12879.207921), (5070.096746, 11604.969217), (5120.209581, 8999.101796), (2341.822430, 6951.869159), (-127.129338, 9346.004206), (744.329897, 12686.597938)))	(((4999.999594, 11627.272857), (5000.000045, 8910.526349), (2341.822430, 6951.869159), (-127.129338, 9346.004206), (744.329897, 12686.597938), (1065.346535, 12879.207921), (4999.999594, 11627.272857)))
00074	 30	 0.3900	 1.4400	 0.0000	 4.2925	 0.1628	(((2104.330709, 17318.503937), (6357.655502, 16450.478469), (6624.706868, 12978.810720), (5070.096746, 11604.969217), (1065.346535, 12879.207921), (2104.330709, 17318.503937)))	(((1561.702129, 15000.000008), (5000.000000, 15000.000000), (4999.999473, 11627.272895), (1065.346535, 12879.207921), (1561.702129, 15000.000008)))
00074	 15	 0.5300	 0.6200	 0.0000	 5.3190	 0.1044	(((2341.822430, 6951.869159), (5120.209581, 8999.101796), (7744.108280, 7384.394904), (7218.627451, 4081.372549), (4651.149425, 3802.298851), (2296.594005, 6409.128065), (2341.822430, 6951.869159)))	(((4999.999395, 8910.525870), (5000.000000, 5000.000000), (3569.355337, 4999.999449), (2296.594005, 6409.128065), (2341.822430, 6951.869159), (4999.999395, 8910.525870)))
00075	 13	 -0.7100	 0.5000	 0.0000	 5.8255	 0.0283	(((-9199.744115, 6890.378710), (-7759.262166, 7798.508634), (-3784.728406, 4977.871772), (-4019.299553, 4490.685544), (-7250.000000, 2685.294118), (-9447.156984, 4106.983931), (-9199.744115, 6890.378710)))	(((-4999.999801, 5840.322439), (-3815.907608, 4999.998948), (-5000.000000, 5000.000000), (-4999.999801, 5840.322439)))
00075	 21	 -0.6800	 1.3000	 0.0000	 4.0491	 0.1649	(((-9997.300771, 12803.341902), (-9834.008307, 14517.912773), (-7673.070470, 15973.238255), (-3987.958007, 14640.325237), (-3686.229947, 13853.208556), (-4838.498242, 10942.214967), (-7091.598916, 10068.563686), (-9997.300771, 12803.341902)))	(((-4999.999008, 10879.592221), (-5000.000000, 15000.000000), (-4982.352653, 15000.000000), (-3987.958007, 14640.325237), (-3686.229947, 13853.208556), (-4838.498242, 10942.214967), (-4999.999008, 10879.592221)))
00075	 14	 -0.5100	 1.7700	 0.0000	 4.1166	 0.1910	(((-7492.024540, 20499.386503), (-3210.000000, 20170.000000), (-2119.230769, 17988.461538), (-3987.958007, 14640.325237), (-7673.070470, 15973.238255), (-7492.024540, 20499.386503)))	(((-3787.209503, 14999.999641), (-3987.958007, 14640.325237), (-4982.350644, 15000.000000), (-3787.209503, 14999.999641)))
00075	 45	 -0.4900	 0.8100	 0.0000	 5.2637	 0.0781	(((-7091.598916, 10068.563686), (-4838.498242, 10942.214967), (-2334.570766, 8521.751740), (-3657.385760, 5049.362380), (-3784.728406, 4977.871772), (-7759.262166, 7798.508634), (-7091.598916, 10068.563686)))	(((-4999.999511, 10879.592026), (-4838.498242, 10942.214967), (-2334.570766, 8521.751740), (-3657.385760, 5049.362380), (-3745.311689, 5000.000455), (-3815.909939, 5000.000602), (-4999.998997, 5840.321869), (-4999.999511, 10879.592026)))
00075	 7	 -0.2000	 1.1100	 0.0000	 5.0681	 0.1221	(((-3686.229947, 13853.208556), (858.064516, 12554.838710), (-126.801683, 9145.686481), (-2334.570766, 8521.751740), (-4838.498242, 10942.214967), (-3686.229947, 13853.208556)))	(((-3686.229947, 13853.208556), (858.064516, 12554.838710), (-126.801683, 9145.686481), (-2334.570766, 8521.751740), (-4838.498242, 10942.214967), (-3686.229947, 13853.208556)))
00075	 16	 -0.1700	 0.2400	 0.0000	 5.8561	 0.1844	(((-3784.728406, 4977.871772), (-3657.385760, 5049.362380), (-54.771372, 4170.675944), (614.168190, 1271.937843), (-2817.233175, -768.354861), (-4019.299553, 4490.685544), (-3784.728406, 4977.871772)))	(((-3745.313293, 4999.999555), (-3657.385760, 5049.362380), (-3454.998305, 4999.999587), (-3745.313293, 4999.999555)))
00075	 28	 -0.0800	 1.5300	 0.0000	 4.3900	 0.1456	(((-3686.229947, 13853.208556), (-3987.958007, 14640.325237), (-2119.230769, 17988.461538), (1965.760870, 17404.891304), (2117.244224, 17173.679868), (1065.346535, 12679.207921), (858.064516, 12554.838710), (-3686.229947, 13853.208556)))	(((-3787.208993, 15000.000555), (1608.510731, 15000.000396), (1065.346535, 12679.207921), (858.064516, 12554.838710), (-3686.229947, 13853.208556), (-3987.958007, 14640.325237), (-3787.208993, 15000.000555)))
00075	 38	 -0.0700	 0.6500	 0.0000	 5.3025	 0.1200	(((-3657.385760, 5049.362380), (-2334.570766, 8521.751740), (-126.801683, 9145.686481), (2284.409639, 6807.542169), (2247.065463, 6256.715576), (-54.771372, 4170.675944), (-3657.385760, 5049.362380)))	(((860.344504, 4999.999707), (-3454.997782, 4999.999459), (-3657.385760, 5049.362380), (-2334.570766, 8521.751740), (-126.801683, 9145.686481), (2284.409639, 6807.542169), (2247.065463, 6256.715576), (860.344504, 4999.999707)))
00075	 8	 0.2200	 0.3300	 0.0000	 5.9842	 0.2707	(((2247.065463, 6256.715576), (4604.743083, 3730.632411), (3023.264781, 381.619537), (614.168190, 1271.937843), (-54.771372, 4170.675944), (2247.065463, 6256.715576)))	(((3420.000667, 4999.999285), (860.343842, 4999.999106), (2247.065463, 6256.715576), (3420.000667, 4999.999285)))
00075	 48	 0.2500	 0.9800	 0.0000	 4.8636	 0.1530	(((858.064516, 12554.838710), (1065.346535, 12679.207921), (5070.096746, 11404.969217), (5118.733983, 8875.832906), (2284.409639, 6807.542169), (-126.801683, 9145.686481), (858.064516, 12554.838710)))	(((4999.999594, 11427.272857), (5000.000158, 8789.189304), (2284.409639, 6807.542169), (-126.801683, 9145.686481), (858.064516, 12554.838710), (1065.346535, 12679.207921), (4999.999594, 11427.272857)))
00075	 30	 0.3900	 1.4200	 0.0000	 4.2811	 0.1628	(((2117.244224, 17173.679868), (6359.904153, 16221.246006), (6624.706868, 12778.810720), (5070.096746, 11404.969217), (1065.346535, 12679.207921), (2117.244224, 17173.679868)))	(((1608.510623, 14999.999933), (5000.000000, 15000.000000), (5000.000502, 11427.272568), (1065.346535, 12679.207921), (1608.510623, 14999.999933)))
00075	 15	 0.5200	 0.6100	 0.0000	 5.4353	 0.1118	(((2284.409639, 6807.542169), (5118.733983, 8875.832906), (7639.032258, 7217.741935), (7220.588235, 4079.411765), (4604.743083, 3730.632411), (2247.065463, 6256.715576), (2284.409639, 6807.542169)))	(((4999.999493, 8789.188819), (5000.000000, 5000.000000), (3419.999849, 5000.000162), (2247.065463, 6256.715576), (2284.409639, 6807.542169), (4999.999493, 8789.188819)))
00076	 13	 -0.7100	 0.5000	 0.0000	 5.9368	 0.0224	(((-9206.874020, 6810.167277), (-7700.819672, 7747.267760), (-3786.585366, 4876.829268), (-3964.285714, 4521.428571), (-7250.000000, 2685.294118), (-9447.156984, 4106.983931), (-9206.874020, 6810.167277)))	(((-4999.999720, 5766.666462), (-3954.545118, 4999.999754), (-5000.000000, 5000.000000), (-4999.999720, 5766.666462)))
00076	 21	 -0.6700	 1.2800	 0.0000	 4.1225	 0.1552	(((-9934.244792, 12734.722222), (-9788.778990, 14286.357435), (-7673.845508, 15753.862301), (-3885.714286, 14464.285714), (-3621.195652, 13802.989130), (-4777.639752, 10783.385093), (-7045.070423, 9933.098592), (-9934.244792, 12734.722222)))	(((-4999.999764, 14843.616941), (-3885.714286, 14464.285714), (-3621.195652, 13802.989130), (-4777.639752, 10783.385093), (-4999.999533, 10700.000175), (-4999.999764, 14843.616941)))
00076	 14	 -0.5100	 1.7500	 0.0000	 4.1123	 0.1910	(((-7673.845508, 15753.862301), (-7492.024540, 20299.386503), (-3210.000000, 19970.000000), (-2133.333333, 17816.666667), (-3885.714286, 14464.285714), (-7673.845508, 15753.862301)))	(((-5000.000137, 14843.617068), (-5000.000000, 15000.000000), (-3605.681914, 14999.999816), (-3885.714286, 14464.285714), (-5000.000137, 14843.617068)))
00076	 45	 -0.4900	 0.8000	 0.0000	 5.3885	 0.0707	(((-7045.070423, 9933.098592), (-4777.639752, 10783.385093), (-2334.570766, 8421.751740), (-3657.385760, 4949.362380), (-3786.585366, 4876.829268), (-7700.819672, 7747.267760), (-7045.070423, 9933.098592)))	(((-5000.000608, 10699.999772), (-4777.639752, 10783.385093), (-2334.570766, 8421.751740), (-3638.095626, 4999.998983), (-3954.544828, 4999.999540), (-4999.999754, 5766.666486), (-5000.000608, 10699.999772)))
00076	 7	 -0.2000	 1.1000	 0.0000	 5.0996	 0.1166	(((-3621.195652, 13802.989130), (847.911608, 12419.694026), (-126.801683, 9045.686481), (-2334.570766, 8421.751740), (-4777.639752, 10783.385093), (-3621.195652, 13802.989130)))	(((-3621.195652, 13802.989130), (847.911608, 12419.694026), (-126.801683, 9045.686481), (-2334.570766, 8421.751740), (-4777.639752, 10783.385093), (-3621.195652, 13802.989130)))
00076	 38	 -0.0700	 0.6400	 0.0000	 5.2644	 0.1300	(((-3657.385760, 4949.362380), (-2334.570766, 8421.751740), (-126.801683, 9045.686481), (2284.409639, 6707.542169), (2240.496996, 6059.830694), (-29.921001, 4064.614878), (-3657.385760, 4949.362380)))	(((-3638.095149, 5000.000234), (-2334.570766, 8421.751740), (-126.801683, 9045.686481), (2284.409639, 6707.542169), (2240.496996, 6059.830694), (1034.482906, 5000.000129), (-3638.095149, 5000.000234)))
00076	 28	 -0.0700	 1.5200	 0.0000	 4.3971	 0.1360	(((-3621.195652, 13802.989130), (-3885.714286, 14464.285714), (-2133.333333, 17816.666667), (1986.634845, 17301.670644), (2240.094924, 16911.205118), (1136.142662, 12587.392095), (847.911608, 12419.694026), (-3621.195652, 13802.989130)))	(((-3605.681899, 14999.999846), (1752.127634, 14999.999900), (1136.142662, 12587.392095), (847.911608, 12419.694026), (-3621.195652, 13802.989130), (-3885.714286, 14464.285714), (-3605.681899, 14999.999846)))
00076	 8	 0.2200	 0.3100	 0.0000	 5.8725	 0.3206	(((2240.496996, 6059.830694), (4550.200803, 3670.481928), (3060.136157, 94.326778), (606.221198, 963.421659), (-29.921001, 4064.614878), (2240.496996, 6059.830694)))	(((3264.999444, 5000.000575), (1034.483598, 5000.000738), (2240.496996, 6059.830694), (3264.999444, 5000.000575)))
00076	 48	 0.2500	 0.9700	 0.0000	 4.8929	 0.1404	(((847.911608, 12419.694026), (1136.142662, 12587.392095), (5071.837010, 11214.475462), (5118.733983, 8775.832906), (2284.409639, 6707.542169), (-126.801683, 9045.686481), (847.911608, 12419.694026)))	(((4999.999966, 11239.534896), (5000.000158, 8689.189304), (2284.409639, 6707.542169), (-126.801683, 9045.686481), (847.911608, 12419.694026), (1136.142662, 12587.392095), (4999.999966, 11239.534896)))
00076	 30	 0.4000	 1.4000	 0.0000	 4.3734	 0.1628	(((2240.094924, 16911.205118), (6404.005693, 16061.427410), (6673.493450, 12625.458515), (5071.837010, 11214.475462), (1136.142662, 12587.392095), (2240.094924, 16911.205118)))	(((1752.127759, 15000.000388), (5000.000000, 15000.000000), (5000.000100, 11239.534849), (1136.142662, 12587.392095), (1752.127759, 15000.000388)))
00076	 15	 0.5200	 0.6000	 0.0000	 5.4363	 0.1253	(((2284.409639, 6707.542169), (5118.733983, 8775.832906), (7604.495913, 7140.463215), (7260.000000, 4040.000000), (4550.200803, 3670.481928), (2240.496996, 6059.830694), (2284.409639, 6707.542169)))	(((5000.000050, 8689.189226), (5000.000000, 5000.000000), (3265.000085, 4999.999912), (2240.496996, 6059.830694), (2284.409639, 6707.542169), (5000.000050, 8689.189226)))
00077	 13	 -0.7100	 0.5000	 0.0000	 5.9425	 0.0141	(((-9249.189627, 6662.155592), (-7579.579005, 7749.343904), (-3729.842589, 4797.879318), (-3841.439689, 4590.077821), (-7250.000000, 2685.294118), (-9420.676692, 4089.849624), (-9249.189627, 6662.155592)))	(((-5000.000036, 5771.666694), (-3993.477065, 4999.999083), (-5000.000000, 5000.000000), (-5000.000036, 5771.666694)))
