#framerate (fps):	10.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00209	 37	 0.2400	 0.5800	 0.0000	 6.0893	 0.1005	(((899.395405, 7936.336155), (3535.970334, 8056.180470), (5229.927007, 4468.978102), (1675.126904, 3402.538071), (100.412736, 4562.853774), (899.395405, 7936.336155)))	(((4979.166491, 5000.000000), (203.947349, 4999.999917), (899.395405, 7936.336155), (3535.970334, 8056.180470), (4979.166491, 5000.000000)))
00209	 27	 0.6000	 0.7500	 0.0000	 5.3090	 0.1020	(((3535.970334, 8056.180470), (4986.105578, 10097.111554), (7644.342226, 9884.452622), (8624.956722, 7561.944605), (6193.250160, 4449.360205), (5591.446453, 4316.759388), (5229.927007, 4468.978102), (3535.970334, 8056.180470)))	(((5000.000671, 10095.999946), (5000.000000, 5000.000000), (4979.166126, 5000.000000), (3535.970334, 8056.180470), (4986.105578, 10097.111554), (5000.000671, 10095.999946)))
00209	 10	 0.6400	 1.2500	 0.0000	 3.7313	 0.0985	(((6786.837679, 17794.028595), (9401.420093, 12208.329801), (7644.342226, 9884.452622), (4986.105578, 10097.111554), (3450.660211, 12900.968310), (6786.837679, 17794.028595)))	(((4881.818121, 14999.999910), (5000.000000, 15000.000000), (5000.000385, 10095.999969), (4986.105578, 10097.111554), (3450.660211, 12900.968310), (4881.818121, 14999.999910)))
00210	 9	 -0.6800	 1.2300	 0.0000	 4.2546	 0.0894	(((-7674.042879, 16381.546708), (-4089.122729, 13496.123172), (-4748.720472, 10396.013780), (-7663.301663, 9572.327791), (-9743.303571, 12054.910714), (-7674.042879, 16381.546708)))	(((-5000.000259, 14229.268501), (-4089.122729, 13496.123172), (-4748.720472, 10396.013780), (-4999.999239, 10325.000215), (-5000.000259, 14229.268501)))
00210	 31	 -0.5500	 0.7700	 0.0000	 5.3033	 0.0762	(((-7663.301663, 9572.327791), (-4748.720472, 10396.013780), (-3059.581498, 8800.715859), (-3782.925337, 5835.006120), (-6021.114600, 4970.251177), (-8232.926829, 7673.577236), (-7663.301663, 9572.327791)))	(((-4999.999616, 10325.000108), (-4748.720472, 10396.013780), (-3059.581498, 8800.715859), (-3782.925337, 5835.006120), (-4999.999470, 5364.772932), (-4999.999616, 10325.000108)))
00210	 46	 -0.3800	 0.3300	 0.0000	 5.8936	 0.0943	(((-3782.925337, 5835.006120), (-1394.525066, 4149.076517), (-3462.247340, -537.752660), (-3896.167911, -103.832089), (-6324.421864, 4078.170988), (-6021.114600, 4970.251177), (-3782.925337, 5835.006120)))	(((-4999.999774, 5364.772815), (-3782.925337, 5835.006120), (-2600.000237, 5000.000167), (-5000.000000, 5000.000000), (-4999.999774, 5364.772815)))
00210	 5	 -0.3500	 1.6400	 0.0000	 0.0484	 0.0728	(((-976.693667, 14350.515464), (-4089.122729, 13496.123172), (-7674.042879, 16381.546708), (-27784.780633, 100000.000000), (13633.222081, 100000.000000), (12350.196850, 88981.102362), (-976.693667, 14350.515464)))	(((-4999.997990, 14229.266675), (-5000.000000, 15000.000000), (-860.714081, 15000.001147), (-976.693667, 14350.515464), (-4089.122729, 13496.123172), (-4999.997990, 14229.266675)))
00210	 14	 -0.2100	 1.1300	 0.0000	 4.6447	 0.0728	(((-4748.720472, 10396.013780), (-4089.122729, 13496.123172), (-976.693667, 14350.515464), (614.005293, 12721.018968), (-365.628300, 9210.665259), (-3059.581498, 8800.715859), (-4748.720472, 10396.013780)))	(((-4748.720472, 10396.013780), (-4089.122729, 13496.123172), (-976.693667, 14350.515464), (614.005293, 12721.018968), (-365.628300, 9210.665259), (-3059.581498, 8800.715859), (-4748.720472, 10396.013780)))
00210	 28	 -0.1400	 0.6700	 0.0000	 5.8662	 0.0922	(((-3059.581498, 8800.715859), (-365.628300, 9210.665259), (930.992736, 7837.772397), (37.173666, 4441.259932), (-1394.525066, 4149.076517), (-3782.925337, 5835.006120), (-3059.581498, 8800.715859)))	(((184.210405, 4999.999538), (-2599.999379, 4999.999562), (-3782.925337, 5835.006120), (-3059.581498, 8800.715859), (-365.628300, 9210.665259), (930.992736, 7837.772397), (184.210405, 4999.999538)))
00210	 25	 0.2100	 1.5400	 0.0000	 0.3518	 0.0800	(((12350.196850, 88981.102362), (6794.185077, 17546.665277), (3464.984438, 12774.811027), (614.005293, 12721.018968), (-976.693667, 14350.515464), (12350.196850, 88981.102362)))	(((-860.713777, 15000.002847), (5000.000000, 15000.000000), (5000.000000, 14975.002654), (3464.984438, 12774.811027), (614.005293, 12721.018968), (-976.693667, 14350.515464), (-860.713777, 15000.002847)))
00210	 12	 0.2200	 1.0100	 0.0000	 5.0596	 0.0900	(((-365.628300, 9210.665259), (614.005293, 12721.018968), (3464.984438, 12774.811027), (4986.105578, 9997.111554), (3535.970334, 7956.180470), (930.992736, 7837.772397), (-365.628300, 9210.665259)))	(((-365.628300, 9210.665259), (614.005293, 12721.018968), (3464.984438, 12774.811027), (4986.105578, 9997.111554), (3535.970334, 7956.180470), (930.992736, 7837.772397), (-365.628300, 9210.665259)))
00210	 37	 0.2400	 0.5700	 0.0000	 6.0461	 0.1000	(((930.992736, 7837.772397), (3535.970334, 7956.180470), (5247.480025, 4331.807007), (1590.413170, 3326.113622), (37.173666, 4441.259932), (930.992736, 7837.772397)))	(((4931.943834, 5000.000000), (184.210719, 5000.000732), (930.992736, 7837.772397), (3535.970334, 7956.180470), (4931.943834, 5000.000000)))
00210	 27	 0.6000	 0.7400	 0.0000	 5.3389	 0.1020	(((3535.970334, 7956.180470), (4986.105578, 9997.111554), (7634.331797, 9785.253456), (8622.093023, 7562.790698), (6274.489796, 4432.653061), (5420.431115, 4255.951265), (5247.480025, 4331.807007), (3535.970334, 7956.180470)))	(((5000.000666, 9995.999947), (5000.000000, 5000.000000), (4931.943777, 5000.000000), (3535.970334, 7956.180470), (4986.105578, 9997.111554), (5000.000666, 9995.999947)))
00210	 10	 0.6400	 1.2400	 0.0000	 3.7969	 0.0985	(((3464.984438, 12774.811027), (6794.185077, 17546.665277), (9406.863578, 12207.713557), (7634.331797, 9785.253456), (4986.105578, 9997.111554), (3464.984438, 12774.811027)))	(((5000.000000, 14975.000957), (5000.000390, 9995.999969), (4986.105578, 9997.111554), (3464.984438, 12774.811027), (5000.000000, 14975.000957)))
00211	 9	 -0.6700	 1.2200	 0.0000	 4.2956	 0.0985	(((-7580.172414, 16189.655172), (-4014.564831, 13473.001776), (-4712.625251, 10261.923848), (-7649.335863, 9495.825427), (-9656.122449, 12037.755102), (-7580.172414, 16189.655172)))	(((-4999.998999, 14223.808761), (-4014.564831, 13473.001776), (-4712.625251, 10261.923848), (-4999.999099, 10186.956757), (-4999.998999, 14223.808761)))
00211	 31	 -0.5500	 0.7600	 0.0000	 5.3686	 0.0825	(((-7649.335863, 9495.825427), (-4712.625251, 10261.923848), (-3059.581498, 8700.715859), (-3767.325800, 5798.964218), (-6045.593767, 4898.253627), (-8232.385120, 7673.796499), (-7649.335863, 9495.825427)))	(((-4999.999618, 10186.956621), (-4712.625251, 10261.923848), (-3059.581498, 8700.715859), (-3767.325800, 5798.964218), (-5000.000105, 5311.627866), (-4999.999618, 10186.956621)))
00211	 46	 -0.3800	 0.3300	 0.0000	 5.9435	 0.1082	(((-3767.325800, 5798.964218), (-1211.406844, 3940.114068), (-3623.582842, -376.417158), (-3896.139268, -103.860732), (-6324.421864, 4078.170988), (-6045.593767, 4898.253627), (-3767.325800, 5798.964218)))	(((-4999.999795, 5311.627988), (-3767.325800, 5798.964218), (-2668.749820, 4999.999869), (-5000.000000, 5000.000000), (-4999.999795, 5311.627988)))
00211	 5	 -0.3500	 1.6400	 0.0000	 0.0474	 0.0700	(((-1007.904278, 14282.487310), (-4014.564831, 13473.001776), (-7580.172414, 16189.655172), (-27995.529596, 100000.000000), (13669.775069, 100000.000000), (10416.613924, 72443.670886), (-1007.904278, 14282.487310)))	(((-4999.995498, 14223.806094), (-5000.000000, 15000.000000), (-866.964498, 15000.000000), (-1007.904278, 14282.487310), (-4014.564831, 13473.001776), (-4999.995498, 14223.806094)))
00211	 14	 -0.2100	 1.1200	 0.0000	 4.6472	 0.0825	(((-4712.625251, 10261.923848), (-4014.564831, 13473.001776), (-1007.904278, 14282.487310), (614.005293, 12621.018968), (-365.628300, 9110.665259), (-3059.581498, 8700.715859), (-4712.625251, 10261.923848)))	(((-4712.625251, 10261.923848), (-4014.564831, 13473.001776), (-1007.904278, 14282.487310), (614.005293, 12621.018968), (-365.628300, 9110.665259), (-3059.581498, 8700.715859), (-4712.625251, 10261.923848)))
00211	 28	 -0.1400	 0.6600	 0.0000	 5.8259	 0.0922	(((-3059.581498, 8700.715859), (-365.628300, 9110.665259), (975.059242, 7691.113744), (-45.873526, 4164.255091), (-1211.406844, 3940.114068), (-3767.325800, 5798.964218), (-3059.581498, 8700.715859)))	(((196.052765, 5000.000462), (-2668.749777, 4999.999837), (-3767.325800, 5798.964218), (-3059.581498, 8700.715859), (-365.628300, 9110.665259), (975.059242, 7691.113744), (196.052765, 5000.000462)))
00211	 25	 0.2100	 1.5300	 0.0000	 0.4527	 0.0700	(((10416.613924, 72443.670886), (6652.261307, 17233.165829), (3395.355191, 12673.497268), (614.005293, 12621.018968), (-1007.904278, 14282.487310), (10416.613924, 72443.670886)))	(((-866.965223, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14919.999314), (3395.355191, 12673.497268), (614.005293, 12621.018968), (-1007.904278, 14282.487310), (-866.965223, 15000.000000)))
00211	 12	 0.2200	 1.0000	 0.0000	 5.0637	 0.0900	(((-365.628300, 9110.665259), (614.005293, 12621.018968), (3395.355191, 12673.497268), (4967.516406, 9870.949016), (3498.369565, 7803.260870), (975.059242, 7691.113744), (-365.628300, 9110.665259)))	(((-365.628300, 9110.665259), (614.005293, 12621.018968), (3395.355191, 12673.497268), (4967.516406, 9870.949016), (3498.369565, 7803.260870), (975.059242, 7691.113744), (-365.628300, 9110.665259)))
00211	 37	 0.2400	 0.5500	 0.0000	 6.0185	 0.1000	(((975.059242, 7691.113744), (3498.369565, 7803.260870), (5264.942529, 4270.114943), (1426.237624, 3158.910891), (-45.873526, 4164.255091), (975.059242, 7691.113744)))	(((4900.000010, 4999.999981), (196.052524, 4999.999627), (975.059242, 7691.113744), (3498.369565, 7803.260870), (4900.000010, 4999.999981)))
00211	 27	 0.6000	 0.7300	 0.0000	 5.2825	 0.0922	(((3498.369565, 7803.260870), (4967.516406, 9870.949016), (7614.334705, 9712.139918), (8655.076142, 7481.979695), (6422.881356, 4412.711864), (5418.955651, 4201.359084), (5264.942529, 4270.114943), (3498.369565, 7803.260870)))	(((5000.000012, 9868.999999), (5000.000000, 5000.000000), (4900.000141, 5000.000000), (3498.369565, 7803.260870), (4967.516406, 9870.949016), (5000.000012, 9868.999999)))
00211	 10	 0.6300	 1.2300	 0.0000	 3.9147	 0.0854	(((3395.355191, 12673.497268), (6652.261307, 17233.165829), (9301.451751, 12155.550811), (7614.334705, 9712.139918), (4967.516406, 9870.949016), (3395.355191, 12673.497268)))	(((5000.000000, 14920.000299), (4999.999954, 9869.000003), (4967.516406, 9870.949016), (3395.355191, 12673.497268), (5000.000000, 14920.000299)))
00212	 9	 -0.6700	 1.2100	 0.0000	 4.3228	 0.1077	(((-7496.275395, 16025.733634), (-3978.596338, 13345.597210), (-4652.644466, 10177.571009), (-7643.940840, 9397.232824), (-9637.956698, 12010.081191), (-7496.275395, 16025.733634)))	(((-5000.000351, 14123.809791), (-3978.596338, 13345.597210), (-4652.644466, 10177.571009), (-5000.000321, 10086.956438), (-5000.000351, 14123.809791)))
00212	 31	 -0.5500	 0.7500	 0.0000	 5.3520	 0.0949	(((-7643.940840, 9397.232824), (-4652.644466, 10177.571009), (-3054.052574, 8623.384447), (-3767.435250, 5698.515477), (-6018.378812, 4756.260032), (-8229.514081, 7674.958586), (-7643.940840, 9397.232824)))	(((-4999.998973, 10086.956790), (-4652.644466, 10177.571009), (-3054.052574, 8623.384447), (-3767.435250, 5698.515477), (-4999.999582, 5182.558315), (-4999.998973, 10086.956790)))
00212	 46	 -0.3700	 0.3200	 0.0000	 5.8048	 0.1221	(((-3767.435250, 5698.515477), (-613.947211, 3500.629874), (-3882.206071, -117.793929), (-4000.000000, 0.000000), (-4051.561973, 0.000000), (-6241.891892, 4122.972973), (-6018.378812, 4756.260032), (-3767.435250, 5698.515477)))	(((-4999.999293, 5182.558435), (-3767.435250, 5698.515477), (-2765.217231, 4999.999888), (-5000.000000, 5000.000000), (-4999.999293, 5182.558435)))
00212	 5	 -0.3500	 1.6300	 0.0000	 0.0486	 0.0700	(((-3978.596338, 13345.597210), (-7496.275395, 16025.733634), (-27126.558726, 100000.000000), (13104.591876, 100000.000000), (9472.156573, 67535.524372), (-1003.731343, 14203.731343), (-3978.596338, 13345.597210)))	(((-4999.997171, 14123.807368), (-5000.000000, 15000.000000), (-847.323835, 15000.000000), (-1003.731343, 14203.731343), (-3978.596338, 13345.597210), (-4999.997171, 14123.807368)))
00212	 14	 -0.2000	 1.1100	 0.0000	 4.6444	 0.0728	(((-4652.644466, 10177.571009), (-3978.596338, 13345.597210), (-1003.731343, 14203.731343), (677.777778, 12522.222222), (-334.838710, 8978.064516), (-3054.052574, 8623.384447), (-4652.644466, 10177.571009)))	(((-4652.644466, 10177.571009), (-3978.596338, 13345.597210), (-1003.731343, 14203.731343), (677.777778, 12522.222222), (-334.838710, 8978.064516), (-3054.052574, 8623.384447), (-4652.644466, 10177.571009)))
00212	 28	 -0.1400	 0.6500	 0.0000	 5.7548	 0.0825	(((-3054.052574, 8623.384447), (-334.838710, 8978.064516), (930.992736, 7637.772397), (-141.420912, 3562.600536), (-613.947211, 3500.629874), (-3767.435250, 5698.515477), (-3054.052574, 8623.384447)))	(((236.842195, 5000.000341), (-2765.217909, 5000.000361), (-3767.435250, 5698.515477), (-3054.052574, 8623.384447), (-334.838710, 8978.064516), (930.992736, 7637.772397), (236.842195, 5000.000341)))
00212	 25	 0.2100	 1.5200	 0.0000	 0.4953	 0.0806	(((9472.156573, 67535.524372), (6568.750000, 17016.250000), (3395.355191, 12573.497268), (677.777778, 12522.222222), (-1003.731343, 14203.731343), (9472.156573, 67535.524372)))	(((-847.321325, 15000.000000), (5000.000000, 15000.000000), (4999.999477, 14819.999267), (3395.355191, 12573.497268), (677.777778, 12522.222222), (-1003.731343, 14203.731343), (-847.321325, 15000.000000)))
00212	 12	 0.2200	 0.9900	 0.0000	 5.1446	 0.0900	(((-334.838710, 8978.064516), (677.777778, 12522.222222), (3395.355191, 12573.497268), (4967.516406, 9770.949016), (3535.970334, 7756.180470), (930.992736, 7637.772397), (-334.838710, 8978.064516)))	(((-334.838710, 8978.064516), (677.777778, 12522.222222), (3395.355191, 12573.497268), (4967.516406, 9770.949016), (3535.970334, 7756.180470), (930.992736, 7637.772397), (-334.838710, 8978.064516)))
00212	 37	 0.2400	 0.5500	 0.0000	 5.8889	 0.0900	(((930.992736, 7637.772397), (3535.970334, 7756.180470), (5211.378414, 4208.257477), (754.727273, 3035.454545), (-141.420912, 3562.600536), (930.992736, 7637.772397)))	(((4837.499906, 5000.000199), (236.842084, 4999.999921), (930.992736, 7637.772397), (3535.970334, 7756.180470), (4837.499906, 5000.000199)))
00212	 27	 0.6000	 0.7200	 0.0000	 5.3669	 0.0806	(((3535.970334, 7756.180470), (4967.516406, 9770.949016), (7541.752577, 9616.494845), (8625.316456, 7449.367089), (6492.068966, 4388.620690), (5317.782630, 4157.957302), (5211.378414, 4208.257477), (3535.970334, 7756.180470)))	(((5000.000063, 9768.999996), (5000.000000, 5000.000000), (4837.500083, 4999.999825), (3535.970334, 7756.180470), (4967.516406, 9770.949016), (5000.000063, 9768.999996)))
00212	 10	 0.6300	 1.2200	 0.0000	 3.9963	 0.0854	(((3395.355191, 12573.497268), (6568.750000, 17016.250000), (9272.100656, 12150.218818), (7541.752577, 9616.494845), (4967.516406, 9770.949016), (3395.355191, 12573.497268)))	(((4999.999812, 14819.999737), (4999.999993, 9769.000000), (4967.516406, 9770.949016), (3395.355191, 12573.497268), (4999.999812, 14819.999737)))
00213	 9	 -0.6600	 1.2000	 0.0000	 4.3729	 0.1170	(((-7410.037523, 15841.932458), (-3916.636931, 13263.470116), (-4612.625251, 10061.923848), (-7603.521127, 9281.690141), (-9549.105145, 11991.610738), (-7410.037523, 15841.932458)))	(((-5000.000474, 14063.095588), (-3916.636931, 13263.470116), (-4612.625251, 10061.923848), (-5000.000696, 9960.869384), (-5000.000474, 14063.095588)))
00213	 31	 -0.5400	 0.7400	 0.0000	 5.3319	 0.1044	(((-7603.521127, 9281.690141), (-4612.625251, 10061.923848), (-2959.581498, 8500.715859), (-3667.435250, 5598.515477), (-5989.334741, 4626.557550), (-8160.784314, 7702.777778), (-7603.521127, 9281.690141)))	(((-5000.000228, 9960.869506), (-4612.625251, 10061.923848), (-2959.581498, 8500.715859), (-3667.435250, 5598.515477), (-5000.000000, 5040.697927), (-5000.000228, 9960.869506)))
00213	 46	 -0.3600	 0.3100	 0.0000	 5.5169	 0.1500	(((-3667.435250, 5598.515477), (-187.077877, 3172.811854), (-158.607314, 3098.540820), (-3903.966986, -96.033014), (-4000.000000, 0.000000), (-4134.848802, 0.000000), (-6156.374229, 4169.396847), (-5989.334741, 4626.557550), (-3667.435250, 5598.515477)))	(((-5000.000000, 5040.697540), (-3667.435250, 5598.515477), (-2808.696293, 5000.000446), (-5000.000000, 5000.000000), (-5000.000000, 5040.697540)))
00213	 5	 -0.3500	 1.6200	 0.0000	 0.0504	 0.0707	(((-3916.636931, 13263.470116), (-7410.037523, 15841.932458), (-26234.935795, 100000.000000), (12531.295244, 100000.000000), (9694.537815, 73144.957983), (-1042.250923, 14092.619926), (-3916.636931, 13263.470116)))	(((-4999.999020, 14063.094515), (-5000.000000, 15000.000000), (-877.269251, 15000.000000), (-1042.250923, 14092.619926), (-3916.636931, 13263.470116), (-4999.999020, 14063.094515)))
00213	 14	 -0.2000	 1.1000	 0.0000	 4.6947	 0.0707	(((-3916.636931, 13263.470116), (-1042.250923, 14092.619926), (685.026738, 12447.593583), (-328.246753, 8901.136364), (-2959.581498, 8500.715859), (-4612.625251, 10061.923848), (-3916.636931, 13263.470116)))	(((-3916.636931, 13263.470116), (-1042.250923, 14092.619926), (685.026738, 12447.593583), (-328.246753, 8901.136364), (-2959.581498, 8500.715859), (-4612.625251, 10061.923848), (-3916.636931, 13263.470116)))
00213	 28	 -0.1300	 0.6400	 0.0000	 5.8265	 0.0806	(((-2959.581498, 8500.715859), (-328.246753, 8901.136364), (993.407960, 7540.609453), (-187.077877, 3172.811854), (-3667.435250, 5598.515477), (-2959.581498, 8500.715859)))	(((306.756671, 4999.999683), (-2808.695700, 5000.000033), (-3667.435250, 5598.515477), (-2959.581498, 8500.715859), (-328.246753, 8901.136364), (993.407960, 7540.609453), (306.756671, 4999.999683)))
00213	 25	 0.2000	 1.5200	 0.0000	 0.4529	 0.0707	(((9694.537815, 73144.957983), (6459.387591, 16853.344077), (3354.424779, 12546.460177), (685.026738, 12447.593583), (-1042.250923, 14092.619926), (9694.537815, 73144.957983)))	(((-877.273346, 15000.000000), (5000.000000, 15000.000000), (5000.001328, 14829.034100), (3354.424779, 12546.460177), (685.026738, 12447.593583), (-1042.250923, 14092.619926), (-877.273346, 15000.000000)))
00213	 12	 0.2200	 0.9800	 0.0000	 5.1261	 0.0806	(((-328.246753, 8901.136364), (685.026738, 12447.593583), (3354.424779, 12546.460177), (4967.516406, 9670.949016), (3535.970334, 7656.180470), (993.407960, 7540.609453), (-328.246753, 8901.136364)))	(((-328.246753, 8901.136364), (685.026738, 12447.593583), (3354.424779, 12546.460177), (4967.516406, 9670.949016), (3535.970334, 7656.180470), (993.407960, 7540.609453), (-328.246753, 8901.136364)))
00213	 37	 0.2400	 0.5400	 0.0000	 5.9226	 0.0906	(((993.407960, 7540.609453), (3535.970334, 7656.180470), (5208.139535, 4115.116279), (5100.000000, 3984.210526), (134.883721, 2938.922889), (-158.607314, 3098.540820), (-187.077877, 3172.811854), (993.407960, 7540.609453)))	(((4790.277664, 5000.000240), (306.756794, 5000.000138), (993.407960, 7540.609453), (3535.970334, 7656.180470), (4790.277664, 5000.000240)))
00213	 27	 0.6000	 0.7100	 0.0000	 5.4070	 0.0728	(((3535.970334, 7656.180470), (4967.516406, 9670.949016), (7537.846082, 9516.729235), (8617.515924, 7451.273885), (6556.896552, 4360.344828), (5208.139535, 4115.116279), (3535.970334, 7656.180470)))	(((5000.000057, 9668.999997), (5000.000000, 5000.000000), (4790.277535, 5000.000515), (3535.970334, 7656.180470), (4967.516406, 9670.949016), (5000.000057, 9668.999997)))
00213	 10	 0.6300	 1.2100	 0.0000	 4.0023	 0.0806	(((3354.424779, 12546.460177), (6459.387591, 16853.344077), (9254.392192, 12123.336291), (7537.846082, 9516.729235), (4967.516406, 9670.949016), (3354.424779, 12546.460177)))	(((5000.000197, 14829.032532), (4999.999320, 9669.000041), (4967.516406, 9670.949016), (3354.424779, 12546.460177), (5000.000197, 14829.032532)))
00214	 9	 -0.6600	 1.1900	 0.0000	 4.4211	 0.1237	(((-7314.245810, 15671.229050), (-3958.683853, 13194.504749), (-4589.990040, 9967.828685), (-7602.832861, 9181.869688), (-9560.843373, 12010.107095), (-7314.245810, 15671.229050)))	(((-5000.001204, 13963.096127), (-3958.683853, 13194.504749), (-4589.990040, 9967.828685), (-5000.000233, 9860.869505), (-5000.001204, 13963.096127)))
00214	 31	 -0.5400	 0.7300	 0.0000	 5.2671	 0.1044	(((-7602.832861, 9181.869688), (-4589.990040, 9967.828685), (-2945.853527, 8457.000539), (-3668.181818, 5495.454545), (-6033.161689, 4450.463440), (-8159.847661, 7686.724701), (-7602.832861, 9181.869688)))	(((-5000.000485, 9860.869439), (-4589.990040, 9967.828685), (-2945.853527, 8457.000539), (-3668.181818, 5495.454545), (-4789.472670, 5000.000448), (-5000.000000, 5000.000000), (-5000.000485, 9860.869439)))
00214	 46	 -0.3500	 0.3000	 0.0000	 5.3327	 0.1860	(((-3668.181818, 5495.454545), (-163.740458, 3159.160305), (-69.197952, 2916.638225), (-123.673870, 2659.823183), (-3787.881342, -212.118658), (-4000.000000, 0.000000), (-4252.940077, -0.002669), (-6057.938719, 4383.565460), (-6033.161689, 4450.463440), (-3668.181818, 5495.454545)))	(((-2924.999501, 4999.999667), (-4789.473559, 5000.000055), (-3668.181818, 5495.454545), (-2924.999501, 4999.999667)))
00214	 5	 -0.3500	 1.6100	 0.0000	 0.0532	 0.0825	(((-3958.683853, 13194.504749), (-7314.245810, 15671.229050), (-24179.963427, 100000.000000), (11950.014993, 100000.000000), (8767.187500, 67944.531250), (-1030.790960, 14055.649718), (-3958.683853, 13194.504749)))	(((-4999.998155, 13963.093877), (-5000.000000, 15000.000000), (-859.090013, 15000.000000), (-1030.790960, 14055.649718), (-3958.683853, 13194.504749), (-4999.998155, 13963.093877)))
00214	 14	 -0.2000	 1.1000	 0.0000	 4.6845	 0.0806	(((-3958.683853, 13194.504749), (-1030.790960, 14055.649718), (718.688671, 12348.840321), (-367.047265, 8841.078067), (-2945.853527, 8457.000539), (-4589.990040, 9967.828685), (-3958.683853, 13194.504749)))	(((-3958.683853, 13194.504749), (-1030.790960, 14055.649718), (718.688671, 12348.840321), (-367.047265, 8841.078067), (-2945.853527, 8457.000539), (-4589.990040, 9967.828685), (-3958.683853, 13194.504749)))
00214	 28	 -0.1300	 0.6300	 0.0000	 5.8408	 0.0800	(((-2945.853527, 8457.000539), (-367.047265, 8841.078067), (993.407960, 7440.609453), (-163.740458, 3159.160305), (-3668.181818, 5495.454545), (-2945.853527, 8457.000539)))	(((333.783866, 5000.000303), (-2925.000300, 5000.000200), (-3668.181818, 5495.454545), (-2945.853527, 8457.000539), (-367.047265, 8841.078067), (993.407960, 7440.609453), (333.783866, 5000.000303)))
00214	 25	 0.2000	 1.5100	 0.0000	 0.4985	 0.0632	(((8767.187500, 67944.531250), (6388.557214, 16803.980100), (3273.913043, 12443.478261), (718.688671, 12348.840321), (-1030.790960, 14055.649718), (8767.187500, 67944.531250)))	(((-859.092003, 15000.000000), (5000.000000, 15000.000000), (4999.999083, 14859.998716), (3273.913043, 12443.478261), (718.688671, 12348.840321), (-1030.790960, 14055.649718), (-859.092003, 15000.000000)))
00214	 12	 0.2200	 0.9700	 0.0000	 5.1627	 0.0806	(((-367.047265, 8841.078067), (718.688671, 12348.840321), (3273.913043, 12443.478261), (4971.951220, 9613.414634), (3468.487929, 7553.113088), (993.407960, 7440.609453), (-367.047265, 8841.078067)))	(((-367.047265, 8841.078067), (718.688671, 12348.840321), (3273.913043, 12443.478261), (4971.951220, 9613.414634), (3468.487929, 7553.113088), (993.407960, 7440.609453), (-367.047265, 8841.078067)))
00214	 37	 0.2400	 0.5300	 0.0000	 6.1023	 0.0906	(((993.407960, 7440.609453), (3468.487929, 7553.113088), (5174.747232, 4040.226288), (5050.000000, 3885.135135), (-69.197952, 2916.638225), (-163.740458, 3159.160305), (993.407960, 7440.609453)))	(((4708.571170, 5000.000532), (333.784008, 5000.000830), (993.407960, 7440.609453), (3468.487929, 7553.113088), (4708.571170, 5000.000532)))
00214	 27	 0.5900	 0.7000	 0.0000	 5.4065	 0.0632	(((3468.487929, 7553.113088), (4971.951220, 9613.414634), (7474.696356, 9466.194332), (8539.097104, 7470.442930), (6599.719626, 4330.498442), (5174.747232, 4040.226288), (3468.487929, 7553.113088)))	(((4999.999929, 9611.764710), (5000.000000, 5000.000000), (4708.571218, 5000.000434), (3468.487929, 7553.113088), (4971.951220, 9613.414634), (4999.999929, 9611.764710)))
00214	 10	 0.6200	 1.2100	 0.0000	 4.0233	 0.0721	(((3273.913043, 12443.478261), (6388.557214, 16803.980100), (9168.026316, 12100.263158), (7474.696356, 9466.194332), (4971.951220, 9613.414634), (3273.913043, 12443.478261)))	(((5000.000061, 14860.000086), (4999.999379, 9611.764742), (4971.951220, 9613.414634), (3273.913043, 12443.478261), (5000.000061, 14860.000086)))
00215	 9	 -0.6500	 1.1700	 0.0000	 4.4713	 0.1237	(((-7218.501086, 15397.791455), (-3929.448276, 13103.103448), (-4516.597832, 9800.387197), (-7617.545542, 9042.377756), (-9499.262153, 11937.326389), (-7218.501086, 15397.791455)))	(((-5000.000185, 13850.000129), (-3929.448276, 13103.103448), (-4516.597832, 9800.387197), (-4999.999263, 9682.222402), (-5000.000185, 13850.000129)))
00215	 31	 -0.5400	 0.7200	 0.0000	 5.2983	 0.1118	(((-7617.545542, 9042.377756), (-4516.597832, 9800.387197), (-2945.853527, 8357.000539), (-3685.411471, 5324.812968), (-5854.838710, 4338.709677), (-6077.966102, 4394.491525), (-8131.813095, 7661.975378), (-7617.545542, 9042.377756)))	(((-4999.999438, 9682.222360), (-4516.597832, 9800.387197), (-2945.853527, 8357.000539), (-3685.411471, 5324.812968), (-4400.001219, 4999.999446), (-5000.000000, 5000.000000), (-4999.999438, 9682.222360)))
00215	 5	 -0.3500	 1.6000	 0.0000	 0.0548	 0.0854	(((-3929.448276, 13103.103448), (-7218.501086, 15397.791455), (-23224.322318, 100000.000000), (11354.609316, 100000.000000), (8001.798561, 63634.892086), (-1030.790960, 13955.649718), (-3929.448276, 13103.103448)))	(((-4999.999247, 13849.999474), (-5000.000000, 15000.000000), (-840.908225, 15000.000000), (-1030.790960, 13955.649718), (-3929.448276, 13103.103448), (-4999.999247, 13849.999474)))
