#framerate (fps):	10.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00219	 43	 0.1300	 0.4500	 0.0000	 5.3511	 0.1200	(((-1637.443071, 4029.570592), (797.034152, 7048.322349), (2519.099202, 6837.457241), (4025.154004, 3658.008214), (3347.014925, 2558.955224), (-1.600985, 2169.581281), (-1618.508287, 3470.994475), (-1637.443071, 4029.570592)))	(((-854.839031, 4999.999602), (797.034152, 7048.322349), (2519.099202, 6837.457241), (3389.473847, 4999.999657), (-854.839031, 4999.999602)))
00219	 7	 0.1900	 0.9400	 0.0000	 5.2001	 0.0400	(((-728.287633, 9399.860101), (1030.793854, 12382.650448), (3487.944102, 11826.314543), (4459.938237, 8840.903987), (2519.099202, 6837.457241), (797.034152, 7048.322349), (-728.287633, 9399.860101)))	(((-728.287633, 9399.860101), (1030.793854, 12382.650448), (3487.944102, 11826.314543), (4459.938237, 8840.903987), (2519.099202, 6837.457241), (797.034152, 7048.322349), (-728.287633, 9399.860101)))
00219	 16	 0.3100	 1.4700	 0.0000	 1.4867	 0.0854	(((6961.972371, 31751.074444), (6437.181497, 14170.580165), (3487.944102, 11826.314543), (1030.793854, 12382.650448), (-90.250855, 14288.426454), (6961.972371, 31751.074444)))	(((197.115463, 15000.000000), (5000.000000, 15000.000000), (4999.999958, 13028.205095), (3487.944102, 11826.314543), (1030.793854, 12382.650448), (-90.250855, 14288.426454), (197.115463, 15000.000000)))
00219	 34	 0.5100	 0.6300	 0.0000	 5.6156	 0.1166	(((4025.154004, 3658.008214), (2519.099202, 6837.457241), (4459.938237, 8840.903987), (7545.763120, 8086.591237), (7746.850394, 7705.961755), (6386.267824, 4110.136392), (4025.154004, 3658.008214)))	(((4999.999502, 8708.889011), (5000.000000, 5000.000000), (3389.473290, 5000.000832), (2519.099202, 6837.457241), (4459.938237, 8840.903987), (4999.999502, 8708.889011)))
00219	 3	 0.6200	 1.0800	 0.0000	 4.7795	 0.1400	(((6437.181497, 14170.580165), (8999.307479, 11677.700831), (7545.763120, 8086.591237), (4459.938237, 8840.903987), (3487.944102, 11826.314543), (6437.181497, 14170.580165)))	(((4999.999853, 8708.888925), (4459.938237, 8840.903987), (3487.944102, 11826.314543), (4999.999766, 13028.204942), (4999.999853, 8708.888925)))
00220	 30	 -0.6700	 1.3500	 0.0000	 3.1483	 0.0721	(((-8004.455446, 20174.392439), (-3730.706179, 14217.044977), (-4830.681818, 11344.886364), (-7928.571429, 10828.571429), (-9623.015873, 12523.015873), (-8004.455446, 20174.392439)))	(((-5000.000504, 11316.666583), (-5000.000000, 15000.000000), (-4292.390909, 14999.999449), (-3730.706179, 14217.044977), (-4830.681818, 11344.886364), (-5000.000504, 11316.666583)))
00220	 15	 -0.5900	 0.8700	 0.0000	 5.0766	 0.1063	(((-7928.571429, 10828.571429), (-4830.681818, 11344.886364), (-3193.119266, 9216.055046), (-4252.197802, 6744.871795), (-6447.347480, 6061.936340), (-8494.178794, 7874.844075), (-7928.571429, 10828.571429)))	(((-5000.000322, 11316.666613), (-4830.681818, 11344.886364), (-3193.119266, 9216.055046), (-4252.197802, 6744.871795), (-5000.000730, 6512.221995), (-5000.000322, 11316.666613)))
00220	 8	 -0.4500	 0.4200	 0.0000	 5.9526	 0.1414	(((-6447.347480, 6061.936340), (-4252.197802, 6744.871795), (-1589.072848, 3983.112583), (-1569.165927, 3405.811890), (-4364.276923, 1566.923077), (-6920.307167, 3933.617747), (-6447.347480, 6061.936340)))	(((-4999.999042, 6512.222520), (-4252.197802, 6744.871795), (-2569.642478, 4999.999607), (-5000.000000, 5000.000000), (-4999.999042, 6512.222520)))
00220	 46	 -0.2100	 1.6800	 0.0000	 0.0420	 0.0566	(((-97.262357, 14288.288973), (-3730.706179, 14217.044977), (-8004.455446, 20174.392439), (-25924.436810, 100000.000000), (20241.093994, 100000.000000), (6637.214286, 30206.142857), (-97.262357, 14288.288973)))	(((-4292.389843, 14999.997963), (203.843142, 15000.000000), (-97.262357, 14288.288973), (-3730.706179, 14217.044977), (-4292.389843, 14999.997963)))
00220	 32	 -0.2000	 1.1700	 0.0000	 4.5336	 0.0361	(((-4830.681818, 11344.886364), (-3730.706179, 14217.044977), (-97.262357, 14288.288973), (1045.031847, 12279.426752), (-746.000000, 9369.000000), (-3193.119266, 9216.055046), (-4830.681818, 11344.886364)))	(((-4830.681818, 11344.886364), (-3730.706179, 14217.044977), (-97.262357, 14288.288973), (1045.031847, 12279.426752), (-746.000000, 9369.000000), (-3193.119266, 9216.055046), (-4830.681818, 11344.886364)))
00220	 6	 -0.1700	 0.6900	 0.0000	 6.0004	 0.0707	(((-4252.197802, 6744.871795), (-3193.119266, 9216.055046), (-746.000000, 9369.000000), (874.074074, 6938.888889), (-1589.072848, 3983.112583), (-4252.197802, 6744.871795)))	(((-741.666496, 5000.000205), (-2569.643239, 5000.000396), (-4252.197802, 6744.871795), (-3193.119266, 9216.055046), (-746.000000, 9369.000000), (874.074074, 6938.888889), (-741.666496, 5000.000205)))
00220	 43	 0.1300	 0.4400	 0.0000	 5.5010	 0.1200	(((874.074074, 6938.888889), (2446.363636, 6746.363636), (3971.781116, 3610.783262), (3242.122186, 2412.057878), (0.854972, 2110.544649), (-1569.165927, 3405.811890), (-1589.072848, 3983.112583), (874.074074, 6938.888889)))	(((3295.946239, 4999.999397), (-741.667197, 4999.999364), (874.074074, 6938.888889), (2446.363636, 6746.363636), (3295.946239, 4999.999397)))
00220	 7	 0.1900	 0.9300	 0.0000	 5.2424	 0.0412	(((-746.000000, 9369.000000), (1045.031847, 12279.426752), (3487.944102, 11726.314543), (4455.263158, 8755.263158), (2446.363636, 6746.363636), (874.074074, 6938.888889), (-746.000000, 9369.000000)))	(((-746.000000, 9369.000000), (1045.031847, 12279.426752), (3487.944102, 11726.314543), (4455.263158, 8755.263158), (2446.363636, 6746.363636), (874.074074, 6938.888889), (-746.000000, 9369.000000)))
00220	 16	 0.3100	 1.4600	 0.0000	 1.6000	 0.0854	(((6637.214286, 30206.142857), (6392.194259, 14034.821077), (3487.944102, 11726.314543), (1045.031847, 12279.426752), (-97.262357, 14288.288973), (6637.214286, 30206.142857)))	(((203.846225, 15000.000000), (5000.000000, 15000.000000), (4999.999927, 12928.205070), (3487.944102, 11726.314543), (1045.031847, 12279.426752), (-97.262357, 14288.288973), (203.846225, 15000.000000)))
00220	 34	 0.5000	 0.6200	 0.0000	 5.7595	 0.1166	(((3971.781116, 3610.783262), (2446.363636, 6746.363636), (4455.263158, 8755.263158), (7549.567723, 7930.115274), (7632.197183, 7776.253521), (6330.820189, 4072.334385), (3971.781116, 3610.783262)))	(((5000.000357, 8609.999905), (5000.000000, 5000.000000), (3295.945828, 5000.000241), (2446.363636, 6746.363636), (4455.263158, 8755.263158), (5000.000357, 8609.999905)))
00220	 3	 0.6200	 1.0700	 0.0000	 4.7861	 0.1414	(((6392.194259, 14034.821077), (8970.500928, 11660.064935), (7549.567723, 7930.115274), (4455.263158, 8755.263158), (3487.944102, 11726.314543), (6392.194259, 14034.821077)))	(((5000.000605, 8609.999839), (4455.263158, 8755.263158), (3487.944102, 11726.314543), (5000.000050, 12928.205168), (5000.000605, 8609.999839)))
00221	 30	 -0.6600	 1.3500	 0.0000	 3.0856	 0.0806	(((-7973.069680, 20380.037665), (-3616.400336, 14117.325484), (-4761.436541, 11284.867503), (-7817.593008, 10785.903182), (-9502.226721, 12428.421053), (-7973.069680, 20380.037665)))	(((-5000.001121, 11245.918184), (-5000.000000, 15000.000000), (-4230.434455, 14999.999529), (-3616.400336, 14117.325484), (-4761.436541, 11284.867503), (-5000.001121, 11245.918184)))
00221	 15	 -0.5800	 0.8600	 0.0000	 5.1112	 0.1131	(((-7817.593008, 10785.903182), (-4761.436541, 11284.867503), (-3151.901743, 9192.472266), (-4216.521469, 6624.859988), (-6327.819348, 5968.011758), (-8381.592968, 7840.570059), (-7817.593008, 10785.903182)))	(((-5000.000116, 11245.918348), (-4761.436541, 11284.867503), (-3151.901743, 9192.472266), (-4216.521469, 6624.859988), (-4999.999636, 6381.111224), (-5000.000116, 11245.918348)))
00221	 8	 -0.4400	 0.4100	 0.0000	 5.9688	 0.1487	(((-6327.819348, 5968.011758), (-4216.521469, 6624.859988), (-1544.682231, 4048.443580), (-1517.118338, 3262.872629), (-4364.516129, 1464.516129), (-6826.785714, 3926.785714), (-6327.819348, 5968.011758)))	(((-4999.999208, 6381.111358), (-4216.521469, 6624.859988), (-2531.482469, 5000.000953), (-5000.000000, 5000.000000), (-4999.999208, 6381.111358)))
00221	 46	 -0.2000	 1.6700	 0.0000	 0.0425	 0.0500	(((9.749145, 14188.426454), (-3616.400336, 14117.325484), (-7973.069680, 20380.037665), (-25846.978049, 100000.000000), (19806.880044, 100000.000000), (6651.315789, 30634.210526), (9.749145, 14188.426454)))	(((-4230.435741, 15000.001377), (337.493155, 15000.000000), (9.749145, 14188.426454), (-3616.400336, 14117.325484), (-4230.435741, 15000.001377)))
00221	 32	 -0.1900	 1.1600	 0.0000	 4.5931	 0.0447	(((-4761.436541, 11284.867503), (-3616.400336, 14117.325484), (9.749145, 14188.426454), (1120.168612, 12300.713359), (-697.931034, 9296.896552), (-3151.901743, 9192.472266), (-4761.436541, 11284.867503)))	(((-4761.436541, 11284.867503), (-3616.400336, 14117.325484), (9.749145, 14188.426454), (1120.168612, 12300.713359), (-697.931034, 9296.896552), (-3151.901743, 9192.472266), (-4761.436541, 11284.867503)))
00221	 6	 -0.1700	 0.6900	 0.0000	 6.0816	 0.0721	(((-4216.521469, 6624.859988), (-3151.901743, 9192.472266), (-697.931034, 9296.896552), (911.594203, 6882.608696), (-1544.682231, 4048.443580), (-4216.521469, 6624.859988)))	(((-720.000091, 4999.999896), (-2531.481544, 5000.000060), (-4216.521469, 6624.859988), (-3151.901743, 9192.472266), (-697.931034, 9296.896552), (911.594203, 6882.608696), (-720.000091, 4999.999896)))
00221	 43	 0.1300	 0.4300	 0.0000	 5.5250	 0.1100	(((911.594203, 6882.608696), (2419.460390, 6701.664753), (3933.582090, 3589.303483), (3196.969697, 2361.616162), (-49.870634, 2052.393273), (-1517.118338, 3262.872629), (-1544.682231, 4048.443580), (911.594203, 6882.608696)))	(((3247.297774, 4999.999020), (-720.000448, 4999.999483), (911.594203, 6882.608696), (2419.460390, 6701.664753), (3247.297774, 4999.999020)))
00221	 7	 0.1900	 0.9300	 0.0000	 5.2541	 0.0447	(((-697.931034, 9296.896552), (1120.168612, 12300.713359), (3517.061611, 11712.796209), (4440.219224, 8659.274874), (2419.460390, 6701.664753), (911.594203, 6882.608696), (-697.931034, 9296.896552)))	(((-697.931034, 9296.896552), (1120.168612, 12300.713359), (3517.061611, 11712.796209), (4440.219224, 8659.274874), (2419.460390, 6701.664753), (911.594203, 6882.608696), (-697.931034, 9296.896552)))
00221	 16	 0.3200	 1.4600	 0.0000	 1.5925	 0.0854	(((6651.315789, 30634.210526), (6389.328063, 13866.996047), (3517.061611, 11712.796209), (1120.168612, 12300.713359), (9.749145, 14188.426454), (6651.315789, 30634.210526)))	(((337.499892, 15000.000000), (5000.000000, 15000.000000), (4999.999962, 12824.999972), (3517.061611, 11712.796209), (1120.168612, 12300.713359), (9.749145, 14188.426454), (337.499892, 15000.000000)))
00221	 34	 0.5000	 0.6100	 0.0000	 5.8106	 0.1166	(((4440.219224, 8659.274874), (7601.243781, 7816.334992), (6370.841300, 4022.594009), (3933.582090, 3589.303483), (2419.460390, 6701.664753), (4440.219224, 8659.274874)))	(((4999.999969, 8510.000008), (5000.000000, 5000.000000), (3247.297361, 4999.999870), (2419.460390, 6701.664753), (4440.219224, 8659.274874), (4999.999969, 8510.000008)))
00221	 3	 0.6200	 1.0600	 0.0000	 4.7747	 0.1315	(((6389.328063, 13866.996047), (8967.283951, 11619.547325), (7647.687861, 7836.705202), (7601.243781, 7816.334992), (4440.219224, 8659.274874), (3517.061611, 11712.796209), (6389.328063, 13866.996047)))	(((4999.999847, 8510.000041), (4440.219224, 8659.274874), (3517.061611, 11712.796209), (5000.000000, 12825.000000), (4999.999847, 8510.000041)))
00222	 30	 -0.6600	 1.3400	 0.0000	 3.1874	 0.0781	(((-7862.410714, 19919.732143), (-3611.170651, 14168.054411), (-4744.768800, 11208.103690), (-7695.503841, 10666.131948), (-9482.696302, 12407.498961), (-7862.410714, 19919.732143)))	(((-4999.998712, 11161.224726), (-5000.000000, 15000.000000), (-4226.087312, 15000.000481), (-3611.170651, 14168.054411), (-4744.768800, 11208.103690), (-4999.998712, 11161.224726)))
00222	 15	 -0.5700	 0.8500	 0.0000	 5.1383	 0.0990	(((-7695.503841, 10666.131948), (-4744.768800, 11208.103690), (-3040.766823, 9119.327074), (-4116.521469, 6524.859988), (-6210.420032, 5873.424879), (-8297.984954, 7834.470715), (-7695.503841, 10666.131948)))	(((-5000.000154, 11161.224462), (-4744.768800, 11208.103690), (-3040.766823, 9119.327074), (-4116.521469, 6524.859988), (-5000.000035, 6249.999989), (-5000.000154, 11161.224462)))
00222	 8	 -0.4300	 0.4000	 0.0000	 6.0751	 0.1421	(((-6210.420032, 5873.424879), (-4116.521469, 6524.859988), (-1496.367239, 3998.282695), (-1468.160377, 3208.490566), (-4284.379001, 1381.754161), (-6729.958246, 3925.156576), (-6210.420032, 5873.424879)))	(((-5000.000772, 6249.999760), (-4116.521469, 6524.859988), (-2535.184326, 4999.999172), (-5000.000000, 5000.000000), (-5000.000772, 6249.999760)))
00222	 46	 -0.2000	 1.6800	 0.0000	 0.0411	 0.0447	(((-24.972025, 14237.019769), (-3611.170651, 14168.054411), (-7862.410714, 19919.732143), (-26850.514477, 100000.000000), (20620.000000, 100000.000000), (6350.000000, 28650.000000), (-24.972025, 14237.019769)))	(((-4226.085102, 14999.997491), (312.500867, 15000.000000), (-24.972025, 14237.019769), (-3611.170651, 14168.054411), (-4226.085102, 14999.997491)))
00222	 32	 -0.1900	 1.1600	 0.0000	 4.5499	 0.0500	(((-4744.768800, 11208.103690), (-3611.170651, 14168.054411), (-24.972025, 14237.019769), (1097.428571, 12263.142857), (-717.521368, 9264.529915), (-3040.766823, 9119.327074), (-4744.768800, 11208.103690)))	(((-4744.768800, 11208.103690), (-3611.170651, 14168.054411), (-24.972025, 14237.019769), (1097.428571, 12263.142857), (-717.521368, 9264.529915), (-3040.766823, 9119.327074), (-4744.768800, 11208.103690)))
00222	 6	 -0.1600	 0.6800	 0.0000	 6.1068	 0.0671	(((-4116.521469, 6524.859988), (-3040.766823, 9119.327074), (-717.521368, 9264.529915), (1030.733945, 6816.972477), (-1496.367239, 3998.282695), (-4116.521469, 6524.859988)))	(((-598.275888, 4999.999971), (-2535.185042, 4999.999861), (-4116.521469, 6524.859988), (-3040.766823, 9119.327074), (-717.521368, 9264.529915), (1030.733945, 6816.972477), (-598.275888, 4999.999971)))
00222	 43	 0.1300	 0.4200	 0.0000	 5.6806	 0.1100	(((1030.733945, 6816.972477), (2317.187500, 6665.625000), (3879.166667, 3541.666667), (3096.779661, 2217.627119), (8.316222, 1997.022587), (-1468.160377, 3208.490566), (-1496.367239, 3998.282695), (1030.733945, 6816.972477)))	(((3149.999579, 5000.000842), (-598.275221, 5000.000715), (1030.733945, 6816.972477), (2317.187500, 6665.625000), (3149.999579, 5000.000842)))
00222	 7	 0.1900	 0.9300	 0.0000	 5.2422	 0.0424	(((-717.521368, 9264.529915), (1097.428571, 12263.142857), (3628.048780, 11630.487805), (4452.649007, 8606.953642), (2317.187500, 6665.625000), (1030.733945, 6816.972477), (-717.521368, 9264.529915)))	(((-717.521368, 9264.529915), (1097.428571, 12263.142857), (3628.048780, 11630.487805), (4452.649007, 8606.953642), (2317.187500, 6665.625000), (1030.733945, 6816.972477), (-717.521368, 9264.529915)))
00222	 16	 0.3200	 1.4500	 0.0000	 1.7523	 0.0762	(((6350.000000, 28650.000000), (6350.000000, 13740.000000), (3628.048780, 11630.487805), (1097.428571, 12263.142857), (-24.972025, 14237.019769), (6350.000000, 28650.000000)))	(((312.500732, 15000.000000), (5000.000000, 15000.000000), (4999.999571, 12693.749668), (3628.048780, 11630.487805), (1097.428571, 12263.142857), (-24.972025, 14237.019769), (312.500732, 15000.000000)))
00222	 34	 0.4900	 0.6000	 0.0000	 5.8938	 0.1166	(((4452.649007, 8606.953642), (7378.108108, 7696.810811), (6405.527638, 4001.005025), (3879.166667, 3541.666667), (2317.187500, 6665.625000), (4452.649007, 8606.953642)))	(((5000.000481, 8436.666517), (5000.000000, 5000.000000), (3150.000110, 4999.999780), (2317.187500, 6665.625000), (4452.649007, 8606.953642), (5000.000481, 8436.666517)))
00222	 3	 0.6300	 1.0500	 0.0000	 4.7443	 0.1360	(((6350.000000, 13740.000000), (9033.763838, 11592.988930), (7829.349433, 7893.716116), (7378.108108, 7696.810811), (4452.649007, 8606.953642), (3628.048780, 11630.487805), (6350.000000, 13740.000000)))	(((4999.999727, 8436.666752), (4452.649007, 8606.953642), (3628.048780, 11630.487805), (4999.999847, 12693.749882), (4999.999727, 8436.666752)))
00223	 30	 -0.6600	 1.3400	 0.0000	 3.0738	 0.0781	(((-7875.123153, 20213.054187), (-3618.085106, 14150.000000), (-4760.138249, 11167.972350), (-7622.925764, 10595.414847), (-9518.847097, 12442.722813), (-7875.123153, 20213.054187)))	(((-4999.999664, 11120.000067), (-5000.000000, 15000.000000), (-4214.893557, 14999.999915), (-3618.085106, 14150.000000), (-4760.138249, 11167.972350), (-4999.999664, 11120.000067)))
00223	 15	 -0.5600	 0.8400	 0.0000	 5.1320	 0.0922	(((-7622.925764, 10595.414847), (-4760.138249, 11167.972350), (-2966.806723, 9094.432773), (-3982.405063, 6491.962025), (-6127.483444, 5809.437086), (-8248.774640, 7864.437933), (-7622.925764, 10595.414847)))	(((-4999.999240, 11120.000152), (-4760.138249, 11167.972350), (-2966.806723, 9094.432773), (-3982.405063, 6491.962025), (-4999.999877, 6168.181857), (-4999.999240, 11120.000152)))
00223	 8	 -0.4200	 0.4000	 0.0000	 6.0582	 0.1421	(((-6127.483444, 5809.437086), (-3982.405063, 6491.962025), (-1450.000000, 4050.000000), (-1450.000000, 3068.421053), (-4266.427233, 1363.741412), (-6631.780538, 3918.322981), (-6127.483444, 5809.437086)))	(((-5000.000172, 6168.181763), (-3982.405063, 6491.962025), (-2435.185276, 5000.000087), (-5000.000000, 5000.000000), (-5000.000172, 6168.181763)))
00223	 32	 -0.1900	 1.1600	 0.0000	 4.5695	 0.0424	(((-4760.138249, 11167.972350), (-3618.085106, 14150.000000), (18.627451, 14150.000000), (1085.761589, 12206.291391), (-634.831461, 9288.764045), (-2966.806723, 9094.432773), (-4760.138249, 11167.972350)))	(((-4760.138249, 11167.972350), (-3618.085106, 14150.000000), (18.627451, 14150.000000), (1085.761589, 12206.291391), (-634.831461, 9288.764045), (-2966.806723, 9094.432773), (-4760.138249, 11167.972350)))
00223	 46	 -0.1900	 1.6700	 0.0000	 0.0423	 0.0500	(((18.627451, 14150.000000), (-3618.085106, 14150.000000), (-7875.123153, 20213.054187), (-25605.620413, 100000.000000), (20181.782431, 100000.000000), (6087.779282, 27607.684496), (18.627451, 14150.000000)))	(((-4214.893326, 14999.999586), (401.961905, 15000.000000), (18.627451, 14150.000000), (-3618.085106, 14150.000000), (-4214.893326, 14999.999586)))
00223	 6	 -0.1500	 0.6800	 0.0000	 6.0812	 0.0728	(((-3982.405063, 6491.962025), (-2966.806723, 9094.432773), (-634.831461, 9288.764045), (1208.333333, 6708.333333), (-1450.000000, 4050.000000), (-3982.405063, 6491.962025)))	(((-499.999870, 5000.000130), (-2435.185331, 5000.000140), (-3982.405063, 6491.962025), (-2966.806723, 9094.432773), (-634.831461, 9288.764045), (1208.333333, 6708.333333), (-499.999870, 5000.000130)))
00223	 43	 0.1300	 0.4000	 0.0000	 5.7619	 0.1105	(((-1450.000000, 4050.000000), (1208.333333, 6708.333333), (2144.460641, 6584.693878), (3894.186047, 3522.674419), (3132.464455, 2126.184834), (-47.847920, 1887.661406), (-1450.000000, 3068.421053), (-1450.000000, 4050.000000)))	(((-500.000312, 4999.999688), (1208.333333, 6708.333333), (2144.460641, 6584.693878), (3050.000369, 4999.999355), (-500.000312, 4999.999688)))
00223	 7	 0.2000	 0.9300	 0.0000	 5.3229	 0.0361	(((-634.831461, 9288.764045), (1085.761589, 12206.291391), (3735.383502, 11582.850941), (4443.996469, 8535.815185), (2144.460641, 6584.693878), (1208.333333, 6708.333333), (-634.831461, 9288.764045)))	(((-634.831461, 9288.764045), (1085.761589, 12206.291391), (3735.383502, 11582.850941), (4443.996469, 8535.815185), (2144.460641, 6584.693878), (1208.333333, 6708.333333), (-634.831461, 9288.764045)))
00223	 16	 0.3200	 1.4400	 0.0000	 1.8721	 0.0671	(((6087.779282, 27607.684496), (6314.788185, 13533.132530), (3735.383502, 11582.850941), (1085.761589, 12206.291391), (18.627451, 14150.000000), (6087.779282, 27607.684496)))	(((401.959985, 15000.000000), (5000.000000, 15000.000000), (4999.999852, 12539.024278), (3735.383502, 11582.850941), (1085.761589, 12206.291391), (18.627451, 14150.000000), (401.959985, 15000.000000)))
00223	 34	 0.4800	 0.6000	 0.0000	 6.0023	 0.1030	(((2144.460641, 6584.693878), (4443.996469, 8535.815185), (7215.894040, 7568.874172), (6400.458716, 4035.321101), (3894.186047, 3522.674419), (2144.460641, 6584.693878)))	(((5000.000159, 8341.860410), (5000.000000, 5000.000000), (3049.999778, 5000.000389), (2144.460641, 6584.693878), (4443.996469, 8535.815185), (5000.000159, 8341.860410)))
00223	 3	 0.6300	 1.0300	 0.0000	 4.8089	 0.1170	(((6314.788185, 13533.132530), (8958.040201, 11582.160804), (8051.086957, 7954.347826), (7215.894040, 7568.874172), (4443.996469, 8535.815185), (3735.383502, 11582.850941), (6314.788185, 13533.132530)))	(((5000.000563, 8341.860269), (4443.996469, 8535.815185), (3735.383502, 11582.850941), (4999.999940, 12539.024345), (5000.000563, 8341.860269)))
00224	 30	 -0.6500	 1.3300	 0.0000	 3.1730	 0.0721	(((-7740.689655, 19790.344828), (-3547.142857, 14116.722689), (-4634.697674, 11109.953488), (-7595.503841, 10566.131948), (-9451.932367, 12374.959742), (-7740.689655, 19790.344828)))	(((-5000.000923, 11042.856973), (-5000.000000, 15000.000000), (-4199.999591, 14999.999447), (-3547.142857, 14116.722689), (-4634.697674, 11109.953488), (-5000.000923, 11042.856973)))
00224	 15	 -0.5600	 0.8400	 0.0000	 5.1513	 0.0990	(((-7595.503841, 10566.131948), (-4634.697674, 11109.953488), (-2957.500000, 9118.281250), (-4006.074766, 6431.308411), (-6062.000000, 5746.000000), (-8183.737596, 7801.433297), (-7595.503841, 10566.131948)))	(((-4999.999368, 11042.857259), (-4634.697674, 11109.953488), (-2957.500000, 9118.281250), (-4006.074766, 6431.308411), (-4999.999828, 6100.000057), (-4999.999368, 11042.857259)))
00224	 8	 -0.4100	 0.3900	 0.0000	 6.0683	 0.1281	(((-6062.000000, 5746.000000), (-4006.074766, 6431.308411), (-1450.000000, 4139.655172), (-1450.000000, 2971.621622), (-4286.956522, 1284.782609), (-6570.027248, 3948.365123), (-6062.000000, 5746.000000)))	(((-4999.999649, 6100.000117), (-4006.074766, 6431.308411), (-2409.614926, 4999.999588), (-5000.000000, 5000.000000), (-4999.999649, 6100.000117)))
00224	 46	 -0.1900	 1.6700	 0.0000	 0.0422	 0.0424	(((97.660707, 14188.189426), (-3547.142857, 14116.722689), (-7740.689655, 19790.344828), (-25746.961188, 100000.000000), (20278.485714, 100000.000000), (6078.980447, 27711.173184), (97.660707, 14188.189426)))	(((-4199.999528, 14999.999361), (456.727059, 15000.000000), (97.660707, 14188.189426), (-3547.142857, 14116.722689), (-4199.999528, 14999.999361)))
00224	 32	 -0.1800	 1.1600	 0.0000	 4.5878	 0.0424	(((-4634.697674, 11109.953488), (-3547.142857, 14116.722689), (97.660707, 14188.189426), (1174.944122, 12225.994636), (-617.521368, 9264.529915), (-2957.500000, 9118.281250), (-4634.697674, 11109.953488)))	(((-4634.697674, 11109.953488), (-3547.142857, 14116.722689), (97.660707, 14188.189426), (1174.944122, 12225.994636), (-617.521368, 9264.529915), (-2957.500000, 9118.281250), (-4634.697674, 11109.953488)))
00224	 6	 -0.1500	 0.6800	 0.0000	 6.0828	 0.0632	(((-4006.074766, 6431.308411), (-2957.500000, 9118.281250), (-617.521368, 9264.529915), (1248.520710, 6652.071006), (-1450.000000, 4139.655172), (-4006.074766, 6431.308411)))	(((-525.925450, 5000.000443), (-2409.615719, 5000.000300), (-4006.074766, 6431.308411), (-2957.500000, 9118.281250), (-617.521368, 9264.529915), (1248.520710, 6652.071006), (-525.925450, 5000.000443)))
00224	 43	 0.1200	 0.3900	 0.0000	 5.7588	 0.1020	(((-1450.000000, 4139.655172), (1248.520710, 6652.071006), (2096.412556, 6526.457399), (3806.712963, 3447.916667), (3102.576112, 2070.257611), (-3.458213, 1759.654179), (-1450.000000, 2971.621622), (-1450.000000, 4139.655172)))	(((-525.926439, 4999.999523), (1248.520710, 6652.071006), (2096.412556, 6526.457399), (2944.444289, 5000.000279), (-525.926439, 4999.999523)))
00224	 7	 0.2000	 0.9300	 0.0000	 5.2712	 0.0447	(((-617.521368, 9264.529915), (1174.944122, 12225.994636), (3832.087447, 11548.683592), (4461.041190, 8473.798627), (2096.412556, 6526.457399), (1248.520710, 6652.071006), (-617.521368, 9264.529915)))	(((-617.521368, 9264.529915), (1174.944122, 12225.994636), (3832.087447, 11548.683592), (4461.041190, 8473.798627), (2096.412556, 6526.457399), (1248.520710, 6652.071006), (-617.521368, 9264.529915)))
00224	 16	 0.3300	 1.4400	 0.0000	 1.8722	 0.0539	(((6078.980447, 27711.173184), (6317.777342, 13383.359467), (3832.087447, 11548.683592), (1174.944122, 12225.994636), (97.660707, 14188.189426), (6078.980447, 27711.173184)))	(((456.731672, 15000.000000), (5000.000000, 15000.000000), (5000.000607, 12410.714734), (3832.087447, 11548.683592), (1174.944122, 12225.994636), (97.660707, 14188.189426), (456.731672, 15000.000000)))
00224	 34	 0.4800	 0.5900	 0.0000	 5.9782	 0.1000	(((2096.412556, 6526.457399), (4461.041190, 8473.798627), (7098.630520, 7492.370039), (6472.862454, 4005.947955), (3806.712963, 3447.916667), (2096.412556, 6526.457399)))	(((5000.000170, 8273.255751), (5000.000000, 5000.000000), (2944.444326, 5000.000214), (2096.412556, 6526.457399), (4461.041190, 8473.798627), (5000.000170, 8273.255751)))
00224	 3	 0.6400	 1.0200	 0.0000	 4.8144	 0.1077	(((6317.777342, 13383.359467), (8976.428240, 11590.315838), (8246.186653, 8020.245861), (7098.630520, 7492.370039), (4461.041190, 8473.798627), (3832.087447, 11548.683592), (6317.777342, 13383.359467)))	(((5000.000451, 8273.255646), (4461.041190, 8473.798627), (3832.087447, 11548.683592), (4999.999516, 12410.713928), (5000.000451, 8273.255646)))
00225	 30	 -0.6400	 1.3300	 0.0000	 3.1736	 0.0640	(((-7640.689655, 19790.344828), (-3471.739130, 14150.000000), (-4621.401956, 11039.147648), (-7457.107952, 10528.720569), (-9351.932367, 12374.959742), (-7640.689655, 19790.344828)))	(((-5000.000921, 10970.999834), (-5000.000000, 15000.000000), (-4100.000017, 15000.000023), (-3471.739130, 14150.000000), (-4621.401956, 11039.147648), (-5000.000921, 10970.999834)))
