#framerate (fps):	25.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00312	 20	 0.1500	 1.4300	 0.0000	 4.5424	 0.1000	(((-1437.000000, 14500.000000), (-473.642030, 16594.256456), (3741.243433, 16402.670753), (4648.113208, 14400.000000), (3778.219433, 12304.346815), (-562.421460, 12198.477525), (-1437.000000, 14500.000000)))	(((-1206.999992, 15000.000018), (4376.415065, 15000.000066), (4648.113208, 14400.000000), (3778.219433, 12304.346815), (-562.421460, 12198.477525), (-1437.000000, 14500.000000), (-1206.999992, 15000.000018)))
00312	 41	 0.1600	 1.0200	 0.0000	 5.0709	 0.1031	(((-1385.988484, 10289.299424), (-562.421460, 12198.477525), (3778.219433, 12304.346815), (4436.042945, 10503.987730), (2906.876061, 7844.567063), (-850.157480, 8711.574803), (-1385.988484, 10289.299424)))	(((-1385.988484, 10289.299424), (-562.421460, 12198.477525), (3778.219433, 12304.346815), (4436.042945, 10503.987730), (2906.876061, 7844.567063), (-850.157480, 8711.574803), (-1385.988484, 10289.299424)))
00312	 18	 0.3600	 0.3900	 0.0000	 6.1626	 0.0901	(((508.272425, 3116.245847), (3335.365854, 6532.317073), (5983.333333, 5208.333333), (6236.259542, 4133.396947), (3991.926910, 1421.495017), (508.272425, 3116.245847)))	(((5000.000420, 5699.999790), (5000.000000, 5000.000000), (2067.241578, 5000.000240), (3335.365854, 6532.317073), (5000.000420, 5699.999790)))
00312	 13	 0.5600	 0.7900	 0.0000	 5.1024	 0.1250	(((2906.876061, 7844.567063), (4436.042945, 10503.987730), (8991.063830, 9202.553191), (8947.911833, 8490.545244), (5983.333333, 5208.333333), (3335.365854, 6532.317073), (2906.876061, 7844.567063)))	(((4999.999577, 10342.857264), (5000.000078, 5699.999961), (3335.365854, 6532.317073), (2906.876061, 7844.567063), (4436.042945, 10503.987730), (4999.999577, 10342.857264)))
00312	 22	 0.6800	 1.2100	 0.0000	 4.1215	 0.1346	(((4648.113208, 14400.000000), (9500.000000, 14400.000000), (9500.000000, 9800.000000), (8991.063830, 9202.553191), (4436.042945, 10503.987730), (3778.219433, 12304.346815), (4648.113208, 14400.000000)))	(((5000.000152, 14400.000000), (4999.999540, 10342.857274), (4436.042945, 10503.987730), (3778.219433, 12304.346815), (4648.113208, 14400.000000), (5000.000152, 14400.000000)))
00312	 14	 0.6800	 1.6700	 0.0000	 3.7815	 0.1500	(((5099.344978, 19865.829694), (9676.203209, 18435.561497), (9966.831683, 14948.019802), (9500.000000, 14400.000000), (4648.113208, 14400.000000), (3741.243433, 16402.670753), (5099.344978, 19865.829694)))	(((4376.415082, 15000.000028), (5000.000000, 15000.000000), (4999.999476, 14400.000000), (4648.113208, 14400.000000), (4376.415082, 15000.000028)))
00313	 9	 -0.7000	 0.5000	 0.0000	 6.1958	 0.0500	(((-9592.307692, 5953.846154), (-6300.000000, 7600.000000), (-4640.000000, 5940.000000), (-4978.445099, 3860.980103), (-7550.000000, 2726.470588), (-9450.375940, 4179.699248), (-9592.307692, 5953.846154)))	(((-5000.000000, 6300.000000), (-4640.000000, 5940.000000), (-4793.023216, 5000.000245), (-5000.000000, 5000.000000), (-5000.000000, 6300.000000)))
00313	 27	 -0.3700	 0.8300	 0.0000	 5.2407	 0.1000	(((-6300.000000, 7600.000000), (-6133.724340, 10426.686217), (-1386.743516, 10189.337176), (-857.594937, 8713.291139), (-1794.871795, 6651.282051), (-4640.000000, 5940.000000), (-6300.000000, 7600.000000)))	(((-5000.000038, 10370.000002), (-1386.743516, 10189.337176), (-857.594937, 8713.291139), (-1794.871795, 6651.282051), (-4640.000000, 5940.000000), (-5000.000000, 6300.000000), (-5000.000038, 10370.000002)))
00313	 6	 -0.3500	 1.2300	 0.0000	 4.6685	 0.1000	(((-5970.754717, 14450.000000), (-1460.000000, 14450.000000), (-559.420290, 12198.550725), (-1386.743516, 10189.337176), (-6133.724340, 10426.686217), (-6324.528302, 10700.000000), (-5970.754717, 14450.000000)))	(((-5000.000369, 14450.000000), (-1460.000000, 14450.000000), (-559.420290, 12198.550725), (-1386.743516, 10189.337176), (-5000.000653, 10370.000033), (-5000.000369, 14450.000000)))
00313	 35	 -0.3500	 1.6600	 0.0000	 4.4225	 0.1250	(((-6400.166667, 15048.916667), (-5814.808362, 18853.745645), (-1284.256055, 18750.778547), (-471.901758, 16598.039658), (-1460.000000, 14450.000000), (-5970.754717, 14450.000000), (-6400.166667, 15048.916667)))	(((-4999.999897, 14450.000000), (-5000.000000, 15000.000000), (-1207.000060, 14999.999870), (-1460.000000, 14450.000000), (-4999.999897, 14450.000000)))
00313	 29	 -0.2700	 0.4300	 0.0000	 6.1213	 0.1458	(((-4640.000000, 5940.000000), (-1794.871795, 6651.282051), (306.015693, 3079.773322), (-52.156334, 2686.657682), (-3095.369753, 1908.161226), (-4978.445099, 3860.980103), (-4640.000000, 5940.000000)))	(((-823.529549, 5000.000233), (-4793.023275, 4999.999881), (-4640.000000, 5940.000000), (-1794.871795, 6651.282051), (-823.529549, 5000.000233)))
00313	 16	 0.0700	 0.6300	 0.0000	 5.8965	 0.0791	(((-1794.871795, 6651.282051), (-857.594937, 8713.291139), (2906.876061, 7844.567063), (3335.365854, 6532.317073), (508.272425, 3116.245847), (306.015693, 3079.773322), (-1794.871795, 6651.282051)))	(((2067.241510, 5000.000158), (-823.529217, 4999.999669), (-1794.871795, 6651.282051), (-857.594937, 8713.291139), (2906.876061, 7844.567063), (3335.365854, 6532.317073), (2067.241510, 5000.000158)))
00313	 20	 0.1500	 1.4300	 0.0000	 4.5850	 0.1275	(((-1460.000000, 14450.000000), (-471.901758, 16598.039658), (3780.542986, 16301.357466), (4627.358491, 14350.000000), (3778.219433, 12304.346815), (-559.420290, 12198.550725), (-1460.000000, 14450.000000)))	(((-1206.999975, 15000.000055), (4345.282996, 15000.000052), (4627.358491, 14350.000000), (3778.219433, 12304.346815), (-559.420290, 12198.550725), (-1460.000000, 14450.000000), (-1206.999975, 15000.000055)))
00313	 41	 0.1600	 1.0200	 0.0000	 5.0737	 0.1031	(((-1386.743516, 10189.337176), (-559.420290, 12198.550725), (3778.219433, 12304.346815), (4436.042945, 10503.987730), (2906.876061, 7844.567063), (-857.594937, 8713.291139), (-1386.743516, 10189.337176)))	(((-1386.743516, 10189.337176), (-559.420290, 12198.550725), (3778.219433, 12304.346815), (4436.042945, 10503.987730), (2906.876061, 7844.567063), (-857.594937, 8713.291139), (-1386.743516, 10189.337176)))
00313	 18	 0.3600	 0.3900	 0.0000	 6.2282	 0.1118	(((508.272425, 3116.245847), (3335.365854, 6532.317073), (5922.727273, 5238.636364), (6178.504673, 4172.897196), (3995.124412, 1419.939475), (508.272425, 3116.245847)))	(((5000.000368, 5699.999816), (5000.000000, 5000.000000), (2067.242082, 5000.000849), (3335.365854, 6532.317073), (5000.000368, 5699.999816)))
00313	 13	 0.5600	 0.7900	 0.0000	 5.1360	 0.1061	(((2906.876061, 7844.567063), (4436.042945, 10503.987730), (8991.063830, 9202.553191), (8947.222222, 8479.166667), (5922.727273, 5238.636364), (3335.365854, 6532.317073), (2906.876061, 7844.567063)))	(((4999.999577, 10342.857264), (4999.999793, 5700.000103), (3335.365854, 6532.317073), (2906.876061, 7844.567063), (4436.042945, 10503.987730), (4999.999577, 10342.857264)))
00313	 22	 0.6800	 1.2100	 0.0000	 4.1631	 0.1521	(((4627.358491, 14350.000000), (9542.592593, 14350.000000), (9457.407407, 9750.000000), (8991.063830, 9202.553191), (4436.042945, 10503.987730), (3778.219433, 12304.346815), (4627.358491, 14350.000000)))	(((4999.999486, 14350.000000), (4999.999407, 10342.857312), (4436.042945, 10503.987730), (3778.219433, 12304.346815), (4627.358491, 14350.000000), (4999.999486, 14350.000000)))
00313	 14	 0.6800	 1.6600	 0.0000	 3.8368	 0.1500	(((5182.352941, 19805.882353), (9678.571429, 18307.142857), (9966.831683, 14848.019802), (9542.592593, 14350.000000), (4627.358491, 14350.000000), (3780.542986, 16301.357466), (5182.352941, 19805.882353)))	(((4345.283065, 14999.999894), (5000.000000, 15000.000000), (5000.000636, 14350.000000), (4627.358491, 14350.000000), (4345.283065, 14999.999894)))
00314	 9	 -0.7000	 0.5000	 0.0000	 6.1506	 0.0354	(((-9619.047619, 5940.476190), (-6300.000000, 7600.000000), (-4600.980392, 5900.980392), (-4921.531272, 3886.089145), (-7550.000000, 2726.470588), (-9442.356688, 4173.566879), (-9619.047619, 5940.476190)))	(((-4999.999539, 6299.999539), (-4600.980392, 5900.980392), (-4744.318237, 4999.999651), (-5000.000000, 5000.000000), (-4999.999539, 6299.999539)))
00314	 27	 -0.3700	 0.8300	 0.0000	 5.2648	 0.1250	(((-6133.724340, 10426.686217), (-1443.444227, 10192.172211), (-891.639871, 8598.070740), (-1837.709872, 6660.879785), (-4600.980392, 5900.980392), (-6300.000000, 7600.000000), (-6133.724340, 10426.686217)))	(((-5000.000074, 10370.000004), (-1443.444227, 10192.172211), (-891.639871, 8598.070740), (-1837.709872, 6660.879785), (-4600.980392, 5900.980392), (-4999.999695, 6299.999695), (-5000.000074, 10370.000004)))
00314	 6	 -0.3500	 1.2300	 0.0000	 4.7445	 0.1000	(((-6006.603774, 14400.000000), (-1437.000000, 14400.000000), (-582.000000, 12150.000000), (-1443.444227, 10192.172211), (-6133.724340, 10426.686217), (-6289.622642, 10650.000000), (-6006.603774, 14400.000000)))	(((-4999.999950, 14400.000000), (-1437.000000, 14400.000000), (-582.000000, 12150.000000), (-1443.444227, 10192.172211), (-4999.999686, 10369.999984), (-4999.999950, 14400.000000)))
00314	 35	 -0.3500	 1.6500	 0.0000	 4.4152	 0.1000	(((-6400.166667, 14948.916667), (-5807.325383, 18802.385009), (-1306.598985, 18702.368866), (-451.101807, 16543.256941), (-1437.000000, 14400.000000), (-6006.603774, 14400.000000), (-6400.166667, 14948.916667)))	(((-4999.999716, 14400.000000), (-5000.000000, 15000.000000), (-1160.999950, 15000.000109), (-1437.000000, 14400.000000), (-4999.999716, 14400.000000)))
00314	 29	 -0.2600	 0.4300	 0.0000	 6.2094	 0.1677	(((-4600.980392, 5900.980392), (-1837.709872, 6660.879785), (321.508380, 3024.301676), (-48.650472, 2627.058030), (-3090.672380, 1919.611074), (-4921.531272, 3886.089145), (-4600.980392, 5900.980392)))	(((-851.562792, 5000.000492), (-4744.318164, 5000.000114), (-4600.980392, 5900.980392), (-1837.709872, 6660.879785), (-851.562792, 5000.000492)))
00314	 16	 0.0600	 0.6200	 0.0000	 6.0643	 0.0791	(((-1837.709872, 6660.879785), (-891.639871, 8598.070740), (2806.876061, 7744.567063), (3212.787803, 6501.462352), (587.795276, 3077.559055), (321.508380, 3024.301676), (-1837.709872, 6660.879785)))	(((2061.666624, 4999.999944), (-851.562321, 4999.999698), (-1837.709872, 6660.879785), (-891.639871, 8598.070740), (2806.876061, 7744.567063), (3212.787803, 6501.462352), (2061.666624, 4999.999944)))
00314	 41	 0.1500	 1.0100	 0.0000	 5.0949	 0.1031	(((-1443.444227, 10192.172211), (-582.000000, 12150.000000), (3755.660377, 12150.000000), (4364.098029, 10452.779181), (2806.876061, 7744.567063), (-891.639871, 8598.070740), (-1443.444227, 10192.172211)))	(((-1443.444227, 10192.172211), (-582.000000, 12150.000000), (3755.660377, 12150.000000), (4364.098029, 10452.779181), (2806.876061, 7744.567063), (-891.639871, 8598.070740), (-1443.444227, 10192.172211)))
00314	 20	 0.1500	 1.4200	 0.0000	 4.5393	 0.1031	(((-1437.000000, 14400.000000), (-451.101807, 16543.256941), (3762.389381, 16255.973451), (4648.113208, 14300.000000), (3755.660377, 12150.000000), (-582.000000, 12150.000000), (-1437.000000, 14400.000000)))	(((-1161.000073, 14999.999842), (4331.132074, 15000.000004), (4648.113208, 14300.000000), (3755.660377, 12150.000000), (-582.000000, 12150.000000), (-1437.000000, 14400.000000), (-1161.000073, 14999.999842)))
00314	 18	 0.3600	 0.3900	 0.0000	 6.2688	 0.0901	(((587.795276, 3077.559055), (3212.787803, 6501.462352), (5938.327526, 5173.635308), (6198.837209, 4088.178295), (3991.926910, 1421.495017), (587.795276, 3077.559055)))	(((4999.999970, 5630.769245), (5000.000000, 5000.000000), (2061.667049, 5000.000499), (3212.787803, 6501.462352), (4999.999970, 5630.769245)))
00314	 13	 0.5500	 0.7800	 0.0000	 5.1954	 0.1414	(((2806.876061, 7744.567063), (4364.098029, 10452.779181), (8935.833915, 9037.718074), (8908.753709, 8584.124629), (5938.327526, 5173.635308), (3212.787803, 6501.462352), (2806.876061, 7744.567063)))	(((5000.000413, 10255.952253), (4999.999978, 5630.769241), (3212.787803, 6501.462352), (2806.876061, 7744.567063), (4364.098029, 10452.779181), (5000.000413, 10255.952253)))
00314	 22	 0.6800	 1.2000	 0.0000	 4.0861	 0.1275	(((4648.113208, 14300.000000), (9543.518519, 14300.000000), (9457.407407, 9650.000000), (8935.833915, 9037.718074), (4364.098029, 10452.779181), (3755.660377, 12150.000000), (4648.113208, 14300.000000)))	(((4999.999820, 14300.000000), (5000.000502, 10255.952226), (4364.098029, 10452.779181), (3755.660377, 12150.000000), (4648.113208, 14300.000000), (4999.999820, 14300.000000)))
00314	 14	 0.6800	 1.6600	 0.0000	 3.8284	 0.1500	(((5170.786517, 19776.966292), (9704.426705, 18233.599419), (9936.561265, 14751.581028), (9543.518519, 14300.000000), (4648.113208, 14300.000000), (3762.389381, 16255.973451), (5170.786517, 19776.966292)))	(((4331.132018, 15000.000128), (5000.000000, 15000.000000), (4999.999622, 14300.000000), (4648.113208, 14300.000000), (4331.132018, 15000.000128)))
00315	 9	 -0.7000	 0.5000	 0.0000	 6.2354	 0.0250	(((-9611.956522, 5869.565217), (-6295.580589, 7575.129983), (-4580.622010, 5806.578947), (-4930.523256, 3882.122093), (-7550.000000, 2726.470588), (-9442.356688, 4173.566879), (-9611.956522, 5869.565217)))	(((-5000.000546, 6239.063063), (-4580.622010, 5806.578947), (-4727.272782, 4999.999701), (-5000.000000, 5000.000000), (-5000.000546, 6239.063063)))
00315	 27	 -0.3700	 0.8200	 0.0000	 5.2375	 0.1250	(((-6130.972818, 10373.462089), (-1463.849093, 10145.797517), (-898.949919, 8599.757674), (-1848.666667, 6557.866667), (-4580.622010, 5806.578947), (-6295.580589, 7575.129983), (-6130.972818, 10373.462089)))	(((-4999.999801, 10318.292673), (-1463.849093, 10145.797517), (-898.949919, 8599.757674), (-1848.666667, 6557.866667), (-4580.622010, 5806.578947), (-4999.999505, 6239.061990), (-4999.999801, 10318.292673)))
00315	 6	 -0.3500	 1.2300	 0.0000	 4.6904	 0.1000	(((-6006.603774, 14400.000000), (-1437.000000, 14400.000000), (-582.000000, 12150.000000), (-1463.849093, 10145.797517), (-6130.972818, 10373.462089), (-6293.396226, 10600.000000), (-6006.603774, 14400.000000)))	(((-4999.999418, 14400.000000), (-1437.000000, 14400.000000), (-582.000000, 12150.000000), (-1463.849093, 10145.797517), (-4999.999801, 10318.292673), (-4999.999418, 14400.000000)))
00315	 35	 -0.3500	 1.6500	 0.0000	 4.5057	 0.1250	(((-6363.971211, 14898.433531), (-5759.413854, 18752.486679), (-1284.256055, 18650.778547), (-471.901758, 16498.039658), (-1437.000000, 14400.000000), (-6006.603774, 14400.000000), (-6363.971211, 14898.433531)))	(((-4999.999939, 14400.000000), (-5000.000000, 15000.000000), (-1161.000031, 14999.999934), (-1437.000000, 14400.000000), (-4999.999939, 14400.000000)))
00315	 29	 -0.2600	 0.4200	 0.0000	 6.2442	 0.1346	(((-4580.622010, 5806.578947), (-1848.666667, 6557.866667), (381.843066, 2989.051095), (24.826147, 2605.910987), (-3115.899865, 1858.119080), (-4930.523256, 3882.122093), (-4580.622010, 5806.578947)))	(((-874.999742, 4999.999587), (-4727.272794, 4999.999631), (-4580.622010, 5806.578947), (-1848.666667, 6557.866667), (-874.999742, 4999.999587)))
00315	 16	 0.0600	 0.6200	 0.0000	 6.0113	 0.0559	(((-1848.666667, 6557.866667), (-898.949919, 8599.757674), (2806.876061, 7744.567063), (3238.405797, 6423.007246), (511.673152, 3014.591440), (381.843066, 2989.051095), (-1848.666667, 6557.866667)))	(((2099.999888, 4999.999860), (-874.999828, 4999.999725), (-1848.666667, 6557.866667), (-898.949919, 8599.757674), (2806.876061, 7744.567063), (3238.405797, 6423.007246), (2099.999888, 4999.999860)))
00315	 41	 0.1500	 1.0100	 0.0000	 5.0861	 0.1118	(((-1463.849093, 10145.797517), (-582.000000, 12150.000000), (3755.660377, 12150.000000), (4364.098029, 10452.779181), (2806.876061, 7744.567063), (-898.949919, 8599.757674), (-1463.849093, 10145.797517)))	(((-1463.849093, 10145.797517), (-582.000000, 12150.000000), (3755.660377, 12150.000000), (4364.098029, 10452.779181), (2806.876061, 7744.567063), (-898.949919, 8599.757674), (-1463.849093, 10145.797517)))
00315	 20	 0.1500	 1.4200	 0.0000	 4.5934	 0.1031	(((-1437.000000, 14400.000000), (-471.901758, 16498.039658), (3780.542986, 16201.357466), (4627.358491, 14250.000000), (3755.660377, 12150.000000), (-582.000000, 12150.000000), (-1437.000000, 14400.000000)))	(((-1161.000075, 14999.999836), (4301.886793, 14999.999998), (4627.358491, 14250.000000), (3755.660377, 12150.000000), (-582.000000, 12150.000000), (-1437.000000, 14400.000000), (-1161.000075, 14999.999836)))
00315	 18	 0.3600	 0.3800	 0.0000	 6.2370	 0.0791	(((511.673152, 3014.591440), (3238.405797, 6423.007246), (5917.940673, 5150.228180), (6170.853081, 4177.488152), (4000.918993, 1317.120490), (511.673152, 3014.591440)))	(((4999.999499, 5586.250238), (5000.000000, 5000.000000), (2100.000346, 5000.000432), (3238.405797, 6423.007246), (4999.999499, 5586.250238)))
00315	 13	 0.5500	 0.7800	 0.0000	 5.1594	 0.1414	(((2806.876061, 7744.567063), (4364.098029, 10452.779181), (8935.833915, 9037.718074), (8908.753709, 8584.124629), (5917.940673, 5150.228180), (3238.405797, 6423.007246), (2806.876061, 7744.567063)))	(((5000.000413, 10255.952253), (5000.000542, 5586.249742), (3238.405797, 6423.007246), (2806.876061, 7744.567063), (4364.098029, 10452.779181), (5000.000413, 10255.952253)))
00315	 22	 0.6800	 1.2000	 0.0000	 4.1274	 0.1275	(((4627.358491, 14250.000000), (9542.592593, 14250.000000), (9457.407407, 9650.000000), (8935.833915, 9037.718074), (4364.098029, 10452.779181), (3755.660377, 12150.000000), (4627.358491, 14250.000000)))	(((4999.999486, 14250.000000), (5000.000502, 10255.952226), (4364.098029, 10452.779181), (3755.660377, 12150.000000), (4627.358491, 14250.000000), (4999.999486, 14250.000000)))
00315	 14	 0.6800	 1.6500	 0.0000	 3.8368	 0.1500	(((5182.352941, 19705.882353), (9678.571429, 18207.142857), (9966.831683, 14748.019802), (9542.592593, 14250.000000), (4627.358491, 14250.000000), (3780.542986, 16201.357466), (5182.352941, 19705.882353)))	(((4301.886846, 14999.999878), (5000.000000, 15000.000000), (5000.000636, 14250.000000), (4627.358491, 14250.000000), (4301.886846, 14999.999878)))
00316	 9	 -0.7000	 0.5000	 0.0000	 6.1534	 0.0250	(((-9609.891599, 5848.915989), (-6341.945547, 7622.943846), (-4580.622010, 5806.578947), (-4943.661972, 3809.859155), (-7521.830986, 2704.929577), (-9442.356688, 4173.566879), (-9609.891599, 5848.915989)))	(((-4999.999307, 6239.061785), (-4580.622010, 5806.578947), (-4727.272764, 4999.999800), (-5000.000000, 5000.000000), (-4999.999307, 6239.061785)))
00316	 27	 -0.3700	 0.8200	 0.0000	 5.2693	 0.1000	(((-6185.810163, 10329.290508), (-1443.444227, 10092.172211), (-914.939361, 8565.380375), (-1848.666667, 6557.866667), (-4580.622010, 5806.578947), (-6341.945547, 7622.943846), (-6185.810163, 10329.290508)))	(((-4999.999575, 10269.999979), (-1443.444227, 10092.172211), (-914.939361, 8565.380375), (-1848.666667, 6557.866667), (-4580.622010, 5806.578947), (-4999.999658, 6239.062147), (-4999.999575, 10269.999979)))
00316	 6	 -0.3500	 1.2200	 0.0000	 4.7424	 0.1000	(((-6006.603774, 14300.000000), (-1437.000000, 14300.000000), (-582.000000, 12050.000000), (-1443.444227, 10092.172211), (-6185.810163, 10329.290508), (-6294.327056, 10487.666514), (-6006.603774, 14300.000000)))	(((-5000.000299, 14300.000000), (-1437.000000, 14300.000000), (-582.000000, 12050.000000), (-1443.444227, 10092.172211), (-5000.000035, 10270.000002), (-5000.000299, 14300.000000)))
00316	 35	 -0.3500	 1.6400	 0.0000	 4.4979	 0.1000	(((-6363.971211, 14798.433531), (-5759.413854, 18652.486679), (-1286.174816, 18550.822155), (-451.101807, 16443.256941), (-1437.000000, 14300.000000), (-6006.603774, 14300.000000), (-6363.971211, 14798.433531)))	(((-4999.999960, 14300.000000), (-5000.000000, 15000.000000), (-1114.999983, 15000.000036), (-1437.000000, 14300.000000), (-4999.999960, 14300.000000)))
00316	 29	 -0.2600	 0.4200	 0.0000	 6.2102	 0.1346	(((-4580.622010, 5806.578947), (-1848.666667, 6557.866667), (381.843066, 2989.051095), (71.045097, 2655.511811), (-3096.534653, 1825.907591), (-4943.661972, 3809.859155), (-4580.622010, 5806.578947)))	(((-874.999828, 4999.999726), (-4727.272800, 4999.999598), (-4580.622010, 5806.578947), (-1848.666667, 6557.866667), (-874.999828, 4999.999726)))
00316	 16	 0.0600	 0.6200	 0.0000	 6.1595	 0.0791	(((-1848.666667, 6557.866667), (-914.939361, 8565.380375), (2826.780544, 7679.183555), (3215.735568, 6408.597145), (386.529372, 2989.972991), (381.843066, 2989.051095), (-1848.666667, 6557.866667)))	(((2049.999458, 4999.999345), (-874.999828, 4999.999725), (-1848.666667, 6557.866667), (-914.939361, 8565.380375), (2826.780544, 7679.183555), (3215.735568, 6408.597145), (2049.999458, 4999.999345)))
00316	 41	 0.1500	 1.0000	 0.0000	 5.1214	 0.0901	(((-1443.444227, 10092.172211), (-582.000000, 12050.000000), (3812.962963, 12050.000000), (4392.657343, 10402.447552), (2826.780544, 7679.183555), (-914.939361, 8565.380375), (-1443.444227, 10092.172211)))	(((-1443.444227, 10092.172211), (-582.000000, 12050.000000), (3812.962963, 12050.000000), (4392.657343, 10402.447552), (2826.780544, 7679.183555), (-914.939361, 8565.380375), (-1443.444227, 10092.172211)))
00316	 20	 0.1500	 1.4100	 0.0000	 4.5281	 0.1031	(((-451.101807, 16443.256941), (3756.672559, 16156.363235), (4648.588040, 14101.079734), (3812.962963, 12050.000000), (-582.000000, 12050.000000), (-1437.000000, 14300.000000), (-451.101807, 16443.256941)))	(((4258.490552, 15000.000033), (4648.588040, 14101.079734), (3812.962963, 12050.000000), (-582.000000, 12050.000000), (-1437.000000, 14300.000000), (-1115.000074, 14999.999838), (4258.490552, 15000.000033)))
00316	 18	 0.3500	 0.3800	 0.0000	 6.1688	 0.0791	(((386.529372, 2989.972991), (3215.735568, 6408.597145), (5901.879699, 5031.087334), (6135.786802, 4113.451777), (4052.535761, 1305.591678), (386.529372, 2989.972991)))	(((5000.000148, 5493.589668), (5000.000000, 5000.000000), (2050.000076, 5000.000092), (3215.735568, 6408.597145), (5000.000148, 5493.589668)))
00316	 13	 0.5500	 0.7700	 0.0000	 5.2305	 0.1061	(((2826.780544, 7679.183555), (4392.657343, 10402.447552), (8932.926829, 8889.024390), (8917.243511, 8626.328801), (5901.879699, 5031.087334), (3215.735568, 6408.597145), (2826.780544, 7679.183555)))	(((5000.000053, 10199.999982), (4999.999717, 5493.589889), (3215.735568, 6408.597145), (2826.780544, 7679.183555), (4392.657343, 10402.447552), (5000.000053, 10199.999982)))
00316	 14	 0.6800	 1.6400	 0.0000	 3.8212	 0.1500	(((5227.366703, 19658.015959), (9680.769231, 18080.769231), (9966.831683, 14648.019802), (9594.546980, 14210.989933), (4648.588040, 14101.079734), (3756.672559, 16156.363235), (5227.366703, 19658.015959)))	(((4258.490572, 14999.999986), (5000.000000, 15000.000000), (4999.999777, 14108.888884), (4648.588040, 14101.079734), (4258.490572, 14999.999986)))
00316	 22	 0.6900	 1.1900	 0.0000	 4.1143	 0.1521	(((4648.588040, 14101.079734), (9594.546980, 14210.989933), (9506.603774, 9550.000000), (8932.926829, 8889.024390), (4392.657343, 10402.447552), (3812.962963, 12050.000000), (4648.588040, 14101.079734)))	(((4999.999706, 14108.888882), (5000.000330, 10199.999890), (4392.657343, 10402.447552), (3812.962963, 12050.000000), (4648.588040, 14101.079734), (4999.999706, 14108.888882)))
00317	 9	 -0.7000	 0.5000	 0.0000	 6.1351	 0.0250	(((-9609.891599, 5848.915989), (-6352.522936, 7617.201835), (-4562.402167, 5711.589404), (-4952.135231, 3806.227758), (-7550.000000, 2692.857143), (-9434.259259, 4092.592593), (-9609.891599, 5848.915989)))	(((-4999.999980, 6177.419333), (-4562.402167, 5711.589404), (-4707.954541, 5000.000023), (-5000.000000, 5000.000000), (-4999.999980, 6177.419333)))
00317	 27	 -0.3700	 0.8100	 0.0000	 5.2318	 0.1250	(((-6148.130841, 10274.299065), (-1463.849093, 10045.797517), (-898.949919, 8499.757674), (-1848.666667, 6457.866667), (-4562.402167, 5711.589404), (-6352.522936, 7617.201835), (-6148.130841, 10274.299065)))	(((-4999.999389, 10218.292653), (-1463.849093, 10045.797517), (-898.949919, 8499.757674), (-1848.666667, 6457.866667), (-4562.402167, 5711.589404), (-4999.999326, 6177.418638), (-4999.999389, 10218.292653)))
00317	 6	 -0.3500	 1.2200	 0.0000	 4.6897	 0.1000	(((-6006.603774, 14300.000000), (-1437.000000, 14300.000000), (-582.000000, 12050.000000), (-1463.849093, 10045.797517), (-6148.130841, 10274.299065), (-6294.327056, 10487.666514), (-6006.603774, 14300.000000)))	(((-5000.000299, 14300.000000), (-1437.000000, 14300.000000), (-582.000000, 12050.000000), (-1463.849093, 10045.797517), (-5000.000801, 10218.292722), (-5000.000299, 14300.000000)))
00317	 35	 -0.3500	 1.6400	 0.0000	 4.5057	 0.1250	(((-6363.971211, 14798.433531), (-5759.413854, 18652.486679), (-1284.256055, 18550.778547), (-471.901758, 16398.039658), (-1437.000000, 14300.000000), (-6006.603774, 14300.000000), (-6363.971211, 14798.433531)))	(((-4999.999960, 14300.000000), (-5000.000000, 15000.000000), (-1114.999994, 15000.000013), (-1437.000000, 14300.000000), (-4999.999960, 14300.000000)))
00317	 29	 -0.2600	 0.4100	 0.0000	 6.2502	 0.1346	(((-4562.402167, 5711.589404), (-1848.666667, 6457.866667), (355.555556, 2931.111111), (-3.693182, 2535.937500), (-3088.829787, 1727.925532), (-4952.135231, 3806.227758), (-4562.402167, 5711.589404)))	(((-937.499691, 4999.999505), (-4707.954626, 4999.999604), (-4562.402167, 5711.589404), (-1848.666667, 6457.866667), (-937.499691, 4999.999505)))
00317	 16	 0.0600	 0.6100	 0.0000	 6.1487	 0.0791	(((-1848.666667, 6457.866667), (-898.949919, 8499.757674), (2747.222222, 7658.333333), (3176.530612, 6370.408163), (466.393443, 2953.278689), (355.555556, 2931.111111), (-1848.666667, 6457.866667)))	(((2089.655395, 5000.000281), (-937.500241, 5000.000386), (-1848.666667, 6457.866667), (-898.949919, 8499.757674), (2747.222222, 7658.333333), (3176.530612, 6370.408163), (2089.655395, 5000.000281)))
00317	 41	 0.1500	 1.0000	 0.0000	 5.0975	 0.1118	(((-1463.849093, 10045.797517), (-582.000000, 12050.000000), (3812.962963, 12050.000000), (4382.526475, 10431.240545), (2747.222222, 7658.333333), (-898.949919, 8499.757674), (-1463.849093, 10045.797517)))	(((-1463.849093, 10045.797517), (-582.000000, 12050.000000), (3812.962963, 12050.000000), (4382.526475, 10431.240545), (2747.222222, 7658.333333), (-898.949919, 8499.757674), (-1463.849093, 10045.797517)))
