#framerate (fps):	25.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00598	 26	 -0.2400	 0.4100	 0.0000	 5.6107	 0.0901	(((-2724.402730, 6729.180887), (434.136771, 5109.417040), (-1834.541063, 810.869565), (-4921.541502, 4016.600791), (-4541.494845, 5840.824742), (-2724.402730, 6729.180887)))	(((376.388900, 5000.000020), (-4716.666656, 5000.000050), (-4541.494845, 5840.824742), (-2724.402730, 6729.180887), (434.136771, 5109.417040), (376.388900, 5000.000020)))
00598	 35	 -0.0400	 0.8000	 0.0000	 4.7125	 0.1414	(((-2232.674772, 10171.276596), (263.395639, 11219.626168), (1175.716887, 10794.924898), (2205.722730, 6768.538420), (1285.970280, 5344.405594), (434.136771, 5109.417040), (-2724.402730, 6729.180887), (-2232.674772, 10171.276596)))	(((-2232.674772, 10171.276596), (263.395639, 11219.626168), (1175.716887, 10794.924898), (2205.722730, 6768.538420), (1285.970280, 5344.405594), (434.136771, 5109.417040), (-2724.402730, 6729.180887), (-2232.674772, 10171.276596)))
00598	 20	 0.1200	 0.2200	 0.0000	 3.8308	 0.5250	(((1285.970280, 5344.405594), (3817.770144, 2343.753904), (3415.908850, -584.091150), (2570.783009, -1429.216991), (-1655.733558, -798.397976), (-1834.541063, 810.869565), (434.136771, 5109.417040), (1285.970280, 5344.405594)))	(((1576.562471, 5000.000034), (376.388860, 4999.999946), (434.136771, 5109.417040), (1285.970280, 5344.405594), (1576.562471, 5000.000034)))
00598	 45	 0.2300	 1.3800	 0.0000	 0.4806	 0.0250	(((1175.716887, 10794.924898), (263.395639, 11219.626168), (-2317.372881, 26704.237288), (-1059.448819, 68635.039370), (5214.464692, 12169.817768), (1175.716887, 10794.924898)))	(((-366.668247, 15000.000000), (4900.000142, 15000.000000), (5000.000000, 14100.000871), (4999.999587, 12096.808370), (1175.716887, 10794.924898), (263.395639, 11219.626168), (-366.668247, 15000.000000)))
00598	 31	 0.3900	 0.9100	 0.0000	 4.7722	 0.1118	(((2205.722730, 6768.538420), (1175.716887, 10794.924898), (5214.464692, 12169.817768), (5999.387577, 11607.042870), (6376.946721, 7265.112705), (2205.722730, 6768.538420)))	(((5000.000509, 12096.808684), (5000.000233, 7101.190504), (2205.722730, 6768.538420), (1175.716887, 10794.924898), (5000.000509, 12096.808684)))
00598	 1	 0.4400	 0.4900	 0.0000	 5.6338	 0.1750	(((3817.770144, 2343.753904), (1285.970280, 5344.405594), (2205.722730, 6768.538420), (6376.946721, 7265.112705), (6396.684636, 7247.520216), (6629.196840, 3914.845293), (3817.770144, 2343.753904)))	(((4999.999905, 7101.190465), (5000.000000, 5000.000000), (1576.563100, 4999.999289), (1285.970280, 5344.405594), (2205.722730, 6768.538420), (4999.999905, 7101.190465)))
00598	 32	 0.7700	 1.4400	 0.0000	 0.0476	 0.0250	(((5999.387577, 11607.042870), (5214.464692, 12169.817768), (-1059.448819, 68635.039370), (-1670.407368, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 44337.467939), (10332.095901, 12314.423821), (5999.387577, 11607.042870)))	(((4900.002063, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14100.018722), (4900.002063, 15000.000000)))
00599	 36	 -0.7700	 1.4100	 0.0000	 0.0503	 0.1000	(((-6633.108108, 11077.702703), (-10990.740741, 12530.246914), (-28000.000000, 46033.368106), (-28000.000000, 100000.000000), (-2225.946706, 100000.000000), (-1248.027842, 62349.071926), (-2356.896552, 25386.781609), (-5513.344051, 11708.842444), (-6633.108108, 11077.702703)))	(((-5000.000000, 13933.324326), (-5000.000000, 15000.000000), (-4753.844132, 15000.000000), (-5000.000000, 13933.324326)))
00599	 15	 -0.7200	 0.5100	 0.0000	 5.7205	 0.0354	(((-9493.478261, 6578.260870), (-7127.011494, 7761.494253), (-4541.494845, 5840.824742), (-4904.761905, 4097.142857), (-7300.000000, 2660.000000), (-9689.164786, 4230.022573), (-9493.478261, 6578.260870)))	(((-4999.999943, 6181.428529), (-4541.494845, 5840.824742), (-4716.666680, 4999.999936), (-5000.000000, 5000.000000), (-4999.999943, 6181.428529)))
00599	 30	 -0.4600	 0.8600	 0.0000	 4.9501	 0.1414	(((-6633.108108, 11077.702703), (-5513.344051, 11708.842444), (-2200.126582, 10090.759494), (-2665.141431, 6758.153078), (-4541.494845, 5840.824742), (-7127.011494, 7761.494253), (-6633.108108, 11077.702703)))	(((-5000.000944, 11458.139996), (-2200.126582, 10090.759494), (-2665.141431, 6758.153078), (-4541.494845, 5840.824742), (-5000.000350, 6181.428832), (-5000.000944, 11458.139996)))
00599	 50	 -0.2500	 1.2900	 0.0000	 2.2509	 0.1346	(((-2356.896552, 25386.781609), (300.588235, 11213.529412), (-2200.126582, 10090.759494), (-5513.344051, 11708.842444), (-2356.896552, 25386.781609)))	(((-4999.999926, 11458.139499), (-5000.000000, 13933.334249), (-4753.846316, 15000.000000), (-409.374584, 15000.000000), (300.588235, 11213.529412), (-2200.126582, 10090.759494), (-4999.999926, 11458.139499)))
00599	 26	 -0.2400	 0.4100	 0.0000	 5.5948	 0.0901	(((-2665.141431, 6758.153078), (488.815789, 5059.868421), (-1868.055556, 817.500000), (-4904.761905, 4097.142857), (-4541.494845, 5840.824742), (-2665.141431, 6758.153078)))	(((455.554957, 4999.998923), (-4716.666793, 4999.999396), (-4541.494845, 5840.824742), (-2665.141431, 6758.153078), (488.815789, 5059.868421), (455.554957, 4999.998923)))
00599	 35	 -0.0300	 0.8000	 0.0000	 4.7340	 0.1414	(((300.588235, 11213.529412), (1163.841808, 10826.553672), (2290.938511, 6881.715210), (1181.925300, 5236.082703), (488.815789, 5059.868421), (-2665.141431, 6758.153078), (-2200.126582, 10090.759494), (300.588235, 11213.529412)))	(((300.588235, 11213.529412), (1163.841808, 10826.553672), (2290.938511, 6881.715210), (1181.925300, 5236.082703), (488.815789, 5059.868421), (-2665.141431, 6758.153078), (-2200.126582, 10090.759494), (300.588235, 11213.529412)))
00599	 20	 0.1200	 0.2100	 0.0000	 3.7210	 0.5500	(((488.815789, 5059.868421), (1181.925300, 5236.082703), (3811.710037, 2324.535316), (3476.665022, -523.334978), (2500.000000, -1500.000000), (2500.003039, -1690.714763), (-1721.641791, -1027.313433), (-1868.055556, 817.500000), (488.815789, 5059.868421)))	(((1395.161971, 4999.999247), (455.555717, 5000.000291), (488.815789, 5059.868421), (1181.925300, 5236.082703), (1395.161971, 4999.999247)))
00599	 45	 0.2300	 1.3800	 0.0000	 0.5387	 0.0250	(((1163.841808, 10826.553672), (300.588235, 11213.529412), (-2356.896552, 25386.781609), (-1248.027842, 62349.071926), (5246.725732, 12246.687211), (1163.841808, 10826.553672)))	(((-409.376579, 15000.000000), (4889.813579, 15000.000000), (5000.000000, 14149.990366), (5000.001662, 12160.870143), (1163.841808, 10826.553672), (300.588235, 11213.529412), (-409.376579, 15000.000000)))
00599	 31	 0.3900	 0.9200	 0.0000	 4.7480	 0.1346	(((1163.841808, 10826.553672), (5246.725732, 12246.687211), (6057.182557, 11665.604959), (6424.517375, 7349.420849), (6349.369748, 7259.243697), (2290.938511, 6881.715210), (1163.841808, 10826.553672)))	(((4999.999988, 12160.869561), (4999.999716, 7133.720904), (2290.938511, 6881.715210), (1163.841808, 10826.553672), (4999.999988, 12160.869561)))
00599	 1	 0.4300	 0.4900	 0.0000	 5.5345	 0.2000	(((1181.925300, 5236.082703), (2290.938511, 6881.715210), (6349.369748, 7259.243697), (6575.000000, 3950.000000), (3811.710037, 2324.535316), (1181.925300, 5236.082703)))	(((4999.999977, 7133.720928), (5000.000000, 5000.000000), (1395.160990, 5000.000332), (1181.925300, 5236.082703), (2290.938511, 6881.715210), (4999.999977, 7133.720928)))
00599	 32	 0.7700	 1.4500	 0.0000	 0.0464	 0.0500	(((6057.182557, 11665.604959), (5246.725732, 12246.687211), (-1248.027842, 62349.071926), (-2225.946706, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 42482.383962), (10402.917981, 12463.801262), (6057.182557, 11665.604959)))	(((4889.812805, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14149.984242), (4889.812805, 15000.000000)))
00600	 36	 -0.7700	 1.4100	 0.0000	 0.0499	 0.0791	(((-6518.041237, 11096.262887), (-10909.604191, 12468.626310), (-28000.000000, 45613.616758), (-28000.000000, 100000.000000), (-1670.507368, 100000.000000), (-1059.448819, 68635.039370), (-2356.896552, 25386.781609), (-5528.267717, 11644.173228), (-6518.041237, 11096.262887)))	(((-5000.000000, 13933.326984), (-5000.000000, 15000.000000), (-4753.844689, 15000.000000), (-5000.000000, 13933.326984)))
00600	 15	 -0.7100	 0.5100	 0.0000	 5.7565	 0.0354	(((-9447.872340, 6551.063830), (-7104.761905, 7722.619048), (-4455.313496, 5774.495218), (-4806.418919, 4089.189189), (-7300.000000, 2664.285714), (-9634.483711, 4265.074544), (-9447.872340, 6551.063830)))	(((-5000.000252, 6175.000185), (-4455.313496, 5774.495218), (-4616.666598, 5000.000330), (-5000.000000, 5000.000000), (-5000.000252, 6175.000185)))
00600	 30	 -0.4600	 0.8500	 0.0000	 5.0103	 0.1061	(((-6518.041237, 11096.262887), (-5528.267717, 11644.173228), (-2191.625372, 10051.684836), (-2657.297605, 6714.367161), (-4455.313496, 5774.495218), (-7104.761905, 7722.619048), (-6518.041237, 11096.262887)))	(((-5000.000243, 11392.045571), (-2191.625372, 10051.684836), (-2657.297605, 6714.367161), (-4455.313496, 5774.495218), (-5000.000033, 6175.000024), (-5000.000243, 11392.045571)))
00600	 50	 -0.2500	 1.2900	 0.0000	 2.2352	 0.1346	(((-2356.896552, 25386.781609), (311.893764, 11153.233256), (-2191.625372, 10051.684836), (-5528.267717, 11644.173228), (-2356.896552, 25386.781609)))	(((-5000.000788, 11392.045831), (-5000.000000, 13933.329712), (-4753.845367, 15000.000000), (-409.374491, 15000.000000), (311.893764, 11153.233256), (-2191.625372, 10051.684836), (-5000.000788, 11392.045831)))
00600	 26	 -0.2300	 0.4100	 0.0000	 5.6218	 0.1118	(((-2657.297605, 6714.367161), (680.508475, 4957.627119), (-1906.740443, 841.549296), (-4806.418919, 4089.189189), (-4455.313496, 5774.495218), (-2657.297605, 6714.367161)))	(((600.000654, 4999.999656), (-4616.666785, 4999.999431), (-4455.313496, 5774.495218), (-2657.297605, 6714.367161), (600.000654, 4999.999656)))
00600	 35	 -0.0300	 0.7900	 0.0000	 4.7312	 0.1250	(((311.893764, 11153.233256), (1178.422010, 10771.373352), (2328.400000, 6967.600000), (1050.000000, 5050.000000), (680.508475, 4957.627119), (-2657.297605, 6714.367161), (-2191.625372, 10051.684836), (311.893764, 11153.233256)))	(((849.999153, 4999.999788), (600.000740, 4999.999611), (-2657.297605, 6714.367161), (-2191.625372, 10051.684836), (311.893764, 11153.233256), (1178.422010, 10771.373352), (2328.400000, 6967.600000), (1050.000000, 5050.000000), (849.999153, 4999.999788)))
00600	 20	 0.1200	 0.1900	 0.0000	 3.6414	 0.5750	(((680.508475, 4957.627119), (1050.000000, 5050.000000), (3783.333333, 2316.666667), (3624.996709, -375.003291), (2500.000000, -1500.000000), (2500.001131, -1982.639062), (-1803.564290, -1325.149900), (-1906.740443, 841.549296), (680.508475, 4957.627119)))	(((849.997695, 4999.999424), (1050.000000, 5050.000000), (1100.000010, 4999.999990), (849.997695, 4999.999424)))
00600	 45	 0.2300	 1.3800	 0.0000	 0.4768	 0.0000	(((1178.422010, 10771.373352), (311.893764, 11153.233256), (-2356.896552, 25386.781609), (-1059.448819, 68635.039370), (5204.524362, 12259.280742), (1178.422010, 10771.373352)))	(((-409.376485, 15000.000000), (4899.998118, 15000.000000), (5000.000000, 14099.982347), (5000.002047, 12183.696409), (1178.422010, 10771.373352), (311.893764, 11153.233256), (-409.376485, 15000.000000)))
00600	 31	 0.4000	 0.9200	 0.0000	 4.7372	 0.1118	(((1178.422010, 10771.373352), (5204.524362, 12259.280742), (6154.340202, 11583.450241), (6430.434783, 7350.000000), (6256.796628, 7150.316122), (2328.400000, 6967.600000), (1178.422010, 10771.373352)))	(((4999.999816, 12183.695584), (5000.000038, 7091.860467), (2328.400000, 6967.600000), (1178.422010, 10771.373352), (4999.999816, 12183.695584)))
00600	 1	 0.4200	 0.4900	 0.0000	 5.5511	 0.2264	(((1050.000000, 5050.000000), (2328.400000, 6967.600000), (6256.796628, 7150.316122), (6469.801980, 4026.237624), (3783.333333, 2316.666667), (1050.000000, 5050.000000)))	(((4999.999859, 7091.860459), (5000.000000, 5000.000000), (1099.999992, 5000.000008), (1050.000000, 5050.000000), (2328.400000, 6967.600000), (4999.999859, 7091.860459)))
00600	 32	 0.7700	 1.4400	 0.0000	 0.0475	 0.0500	(((6154.340202, 11583.450241), (5204.524362, 12259.280742), (-1059.448819, 68635.039370), (-1670.407368, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 43769.816010), (10437.548188, 12370.161912), (6154.340202, 11583.450241)))	(((4899.999045, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14099.991098), (4899.999045, 15000.000000)))
00601	 36	 -0.7600	 1.4100	 0.0000	 0.0499	 0.0750	(((-6482.214765, 11060.738255), (-10890.740741, 12530.246914), (-28000.000000, 46230.337811), (-28000.000000, 100000.000000), (-1631.329814, 100000.000000), (-1007.142857, 68164.285714), (-2343.386243, 24068.253968), (-5523.787199, 11591.296372), (-6482.214765, 11060.738255)))	(((-5000.000000, 13646.166895), (-5000.000000, 15000.000000), (-4654.905510, 15000.000000), (-5000.000000, 13646.166895)))
00601	 15	 -0.7100	 0.5100	 0.0000	 5.6634	 0.0354	(((-9447.872340, 6551.063830), (-7045.348837, 7752.325581), (-4455.813953, 5772.093023), (-4821.541502, 4016.600791), (-7226.360225, 2613.789869), (-9634.483711, 4265.074544), (-9447.872340, 6551.063830)))	(((-4999.999998, 6188.235293), (-4455.813953, 5772.093023), (-4616.666530, 5000.000658), (-5000.000000, 5000.000000), (-4999.999998, 6188.235293)))
00601	 30	 -0.4500	 0.8500	 0.0000	 5.0196	 0.1250	(((-6482.214765, 11060.738255), (-5523.787199, 11591.296372), (-2099.060437, 9998.400203), (-2556.250000, 6721.875000), (-4455.813953, 5772.093023), (-7045.348837, 7752.325581), (-6482.214765, 11060.738255)))	(((-4999.999208, 11347.674050), (-2099.060437, 9998.400203), (-2556.250000, 6721.875000), (-4455.813953, 5772.093023), (-4999.999484, 6188.234899), (-4999.999208, 11347.674050)))
00601	 50	 -0.2500	 1.2800	 0.0000	 2.4238	 0.1275	(((-2343.386243, 24068.253968), (348.489543, 11147.250194), (-2099.060437, 9998.400203), (-5523.787199, 11591.296372), (-2343.386243, 24068.253968)))	(((-5000.000991, 11347.674880), (-5000.000000, 13646.149782), (-4654.900957, 15000.000000), (-454.165839, 15000.000000), (348.489543, 11147.250194), (-2099.060437, 9998.400203), (-5000.000991, 11347.674880)))
00601	 26	 -0.2300	 0.4100	 0.0000	 5.6246	 0.1118	(((-2556.250000, 6721.875000), (791.759465, 4871.659243), (-1930.809399, 1014.686684), (-4821.541502, 4016.600791), (-4455.813953, 5772.093023), (-2556.250000, 6721.875000)))	(((559.523031, 5000.000430), (-4616.666802, 4999.999350), (-4455.813953, 5772.093023), (-2556.250000, 6721.875000), (559.523031, 5000.000430)))
00601	 35	 -0.0200	 0.7900	 0.0000	 4.8087	 0.1250	(((348.489543, 11147.250194), (1208.941013, 10782.652113), (2376.333150, 7011.077515), (899.472759, 4894.244288), (791.759465, 4871.659243), (-2556.250000, 6721.875000), (-2099.060437, 9998.400203), (348.489543, 11147.250194)))	(((973.255872, 5000.000083), (559.524416, 4999.999665), (-2556.250000, 6721.875000), (-2099.060437, 9998.400203), (348.489543, 11147.250194), (1208.941013, 10782.652113), (2376.333150, 7011.077515), (973.255872, 5000.000083)))
00601	 45	 0.2300	 1.3800	 0.0000	 0.4795	 0.0000	(((1208.941013, 10782.652113), (348.489543, 11147.250194), (-2343.386243, 24068.253968), (-1007.142857, 68164.285714), (5204.524362, 12259.280742), (1208.941013, 10782.652113)))	(((-454.167777, 15000.000000), (4900.000531, 15000.000000), (5000.000000, 14100.005287), (4999.998991, 12183.695279), (1208.941013, 10782.652113), (348.489543, 11147.250194), (-454.167777, 15000.000000)))
00601	 31	 0.4000	 0.9200	 0.0000	 4.7311	 0.1275	(((1208.941013, 10782.652113), (5204.524362, 12259.280742), (6209.965709, 11543.870553), (6471.339950, 7449.007444), (6160.290237, 7099.076517), (2376.333150, 7011.077515), (1208.941013, 10782.652113)))	(((5000.000239, 12183.695741), (4999.999896, 7072.093021), (2376.333150, 7011.077515), (1208.941013, 10782.652113), (5000.000239, 12183.695741)))
00601	 1	 0.4100	 0.4900	 0.0000	 5.5126	 0.2305	(((899.472759, 4894.244288), (2376.333150, 7011.077515), (6160.290237, 7099.076517), (6369.801980, 4026.237624), (3662.815884, 2303.610108), (899.472759, 4894.244288)))	(((4999.999556, 7072.093013), (5000.000000, 5000.000000), (973.255396, 4999.999401), (2376.333150, 7011.077515), (4999.999556, 7072.093013)))
00601	 32	 0.7700	 1.4400	 0.0000	 0.0476	 0.0500	(((6209.965709, 11543.870553), (5204.524362, 12259.280742), (-1007.142857, 68164.285714), (-1631.329814, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 44204.510261), (10520.459770, 12423.563218), (6209.965709, 11543.870553)))	(((4899.998994, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14099.990790), (4899.998994, 15000.000000)))
00602	 36	 -0.7600	 1.4100	 0.0000	 0.0499	 0.1000	(((-6418.041237, 11096.262887), (-10868.857143, 12487.142857), (-28000.000000, 46230.372934), (-28000.000000, 100000.000000), (-1631.329814, 100000.000000), (-1007.142857, 68164.285714), (-2343.103448, 24077.586207), (-5455.181347, 11629.274611), (-6418.041237, 11096.262887)))	(((-5000.000000, 13450.001393), (-5000.000000, 15000.000000), (-4612.500645, 15000.000000), (-5000.000000, 13450.001393)))
00602	 15	 -0.7100	 0.5000	 0.0000	 5.6911	 0.0354	(((-9418.709517, 6536.646736), (-7016.721672, 7653.850385), (-4402.658228, 5711.974684), (-4728.296703, 4116.346154), (-7250.000000, 2558.823529), (-9651.623740, 4254.087346), (-9418.709517, 6536.646736)))	(((-4999.999481, 6155.713900), (-4402.658228, 5711.974684), (-4547.959010, 5000.000851), (-5000.000000, 5000.000000), (-4999.999481, 6155.713900)))
00602	 30	 -0.4500	 0.8500	 0.0000	 4.9696	 0.1414	(((-6418.041237, 11096.262887), (-5455.181347, 11629.274611), (-2100.126582, 9990.759494), (-2566.193656, 6650.612131), (-4402.658228, 5711.974684), (-7016.721672, 7653.850385), (-6418.041237, 11096.262887)))	(((-5000.000967, 11406.977216), (-2100.126582, 9990.759494), (-2566.193656, 6650.612131), (-4402.658228, 5711.974684), (-5000.000717, 6155.714818), (-5000.000967, 11406.977216)))
00602	 50	 -0.2400	 1.2800	 0.0000	 2.4227	 0.1031	(((-2343.103448, 24077.586207), (413.931827, 11119.520412), (-2100.126582, 9990.759494), (-5455.181347, 11629.274611), (-2343.103448, 24077.586207)))	(((-5000.000128, 11406.976807), (-5000.000000, 13449.999721), (-4612.499871, 15000.000000), (-411.702315, 15000.000000), (413.931827, 11119.520412), (-2100.126582, 9990.759494), (-5000.000128, 11406.976807)))
00602	 26	 -0.2200	 0.4000	 0.0000	 5.5411	 0.1118	(((-4728.296703, 4116.346154), (-4402.658228, 5711.974684), (-2566.193656, 6650.612131), (833.646113, 4907.104558), (873.930698, 4629.588522), (-1960.857909, 887.667560), (-4728.296703, 4116.346154)))	(((-4547.959121, 5000.000306), (-4402.658228, 5711.974684), (-2566.193656, 6650.612131), (652.499658, 5000.000175), (-4547.959121, 5000.000306)))
00602	 35	 -0.0200	 0.7900	 0.0000	 4.8035	 0.1414	(((-2100.126582, 9990.759494), (413.931827, 11119.520412), (1284.719711, 10750.542495), (2391.830065, 7088.562092), (833.646113, 4907.104558), (-2566.193656, 6650.612131), (-2100.126582, 9990.759494)))	(((899.999736, 4999.999631), (652.500754, 4999.999613), (-2566.193656, 6650.612131), (-2100.126582, 9990.759494), (413.931827, 11119.520412), (1284.719711, 10750.542495), (2391.830065, 7088.562092), (899.999736, 4999.999631)))
00602	 45	 0.2300	 1.3800	 0.0000	 0.4803	 0.0000	(((1284.719711, 10750.542495), (413.931827, 11119.520412), (-2343.103448, 24077.586207), (-1007.142857, 68164.285714), (5201.851852, 12283.333333), (1284.719711, 10750.542495)))	(((-411.702547, 15000.000000), (4900.002539, 15000.000000), (5000.000000, 14100.023670), (4999.997461, 12204.346833), (1284.719711, 10750.542495), (413.931827, 11119.520412), (-411.702547, 15000.000000)))
00602	 1	 0.4000	 0.4900	 0.0000	 5.4109	 0.2305	(((833.646113, 4907.104558), (2391.830065, 7088.562092), (6119.875776, 7001.863354), (6315.957447, 4060.638298), (3635.806452, 2273.870968), (873.930698, 4629.588522), (833.646113, 4907.104558)))	(((5000.000486, 7027.906965), (5000.000000, 5000.000000), (899.999281, 4999.998993), (2391.830065, 7088.562092), (5000.000486, 7027.906965)))
00602	 31	 0.4100	 0.9200	 0.0000	 4.6797	 0.1500	(((1284.719711, 10750.542495), (5201.851852, 12283.333333), (6311.815068, 11514.897260), (6568.389662, 7495.228628), (6119.875776, 7001.863354), (2391.830065, 7088.562092), (1284.719711, 10750.542495)))	(((4999.999990, 12204.347822), (4999.999795, 7027.906982), (2391.830065, 7088.562092), (1284.719711, 10750.542495), (4999.999990, 12204.347822)))
00602	 32	 0.7700	 1.4400	 0.0000	 0.0476	 0.0250	(((6311.815068, 11514.897260), (5201.851852, 12283.333333), (-1007.142857, 68164.285714), (-1631.329814, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 44204.615844), (10543.131548, 12464.784633), (6311.815068, 11514.897260)))	(((4899.995973, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14099.963143), (4899.995973, 15000.000000)))
00603	 36	 -0.7600	 1.4100	 0.0000	 0.0498	 0.0750	(((-6363.828425, 11079.321383), (-10809.604191, 12468.626310), (-28000.000000, 45807.556144), (-28000.000000, 100000.000000), (-1631.429814, 100000.000000), (-1007.142857, 68164.285714), (-2370.731707, 23165.853659), (-5498.023715, 11550.197628), (-6363.828425, 11079.321383)))	(((-5000.000000, 13399.988934), (-5000.000000, 15000.000000), (-4569.228698, 15000.000000), (-5000.000000, 13399.988934)))
00603	 15	 -0.7100	 0.5000	 0.0000	 5.7353	 0.0559	(((-9418.709517, 6536.646736), (-7035.761958, 7644.994438), (-4416.874351, 5642.315680), (-4728.296703, 4116.346154), (-7250.000000, 2558.823529), (-9651.623740, 4254.087346), (-9418.709517, 6536.646736)))	(((-5000.000343, 6088.235556), (-4416.874351, 5642.315680), (-4547.959025, 5000.000778), (-5000.000000, 5000.000000), (-5000.000343, 6088.235556)))
00603	 30	 -0.4500	 0.8400	 0.0000	 4.9733	 0.1250	(((-6363.828425, 11079.321383), (-5498.023715, 11550.197628), (-2058.572844, 9870.465808), (-2498.387097, 6645.161290), (-4416.874351, 5642.315680), (-7035.761958, 7644.994438), (-6363.828425, 11079.321383)))	(((-4999.999705, 11306.976600), (-2058.572844, 9870.465808), (-2498.387097, 6645.161290), (-4416.874351, 5642.315680), (-5000.000598, 6088.235751), (-4999.999705, 11306.976600)))
00603	 50	 -0.2400	 1.2700	 0.0000	 2.5281	 0.1275	(((-2370.731707, 23165.853659), (463.849765, 11054.460094), (-2058.572844, 9870.465808), (-5498.023715, 11550.197628), (-2370.731707, 23165.853659)))	(((-5000.000085, 11306.976785), (-5000.000000, 13399.999887), (-4569.230652, 15000.000000), (-459.574610, 15000.000000), (463.849765, 11054.460094), (-2058.572844, 9870.465808), (-5000.000085, 11306.976785)))
00603	 26	 -0.2200	 0.4000	 0.0000	 5.5269	 0.1118	(((-4728.296703, 4116.346154), (-4416.874351, 5642.315680), (-2498.387097, 6645.161290), (794.186047, 4825.581395), (854.395604, 4366.483516), (-1976.744186, 906.201550), (-4728.296703, 4116.346154)))	(((-4547.959189, 4999.999972), (-4416.874351, 5642.315680), (-2498.387097, 6645.161290), (478.571785, 4999.999803), (-4547.959189, 4999.999972)))
00603	 35	 -0.0100	 0.7800	 0.0000	 4.8476	 0.1458	(((-2058.572844, 9870.465808), (463.849765, 11054.460094), (1253.846154, 10738.461538), (2476.923077, 7069.230769), (794.186047, 4825.581395), (-2498.387097, 6645.161290), (-2058.572844, 9870.465808)))	(((924.999647, 4999.999530), (478.572321, 4999.999507), (-2498.387097, 6645.161290), (-2058.572844, 9870.465808), (463.849765, 11054.460094), (1253.846154, 10738.461538), (2476.923077, 7069.230769), (924.999647, 4999.999530)))
00603	 45	 0.2300	 1.3800	 0.0000	 0.4774	 0.0500	(((1253.846154, 10738.461538), (463.849765, 11054.460094), (-2370.731707, 23165.853659), (-1007.142857, 68164.285714), (5201.851852, 12283.333333), (1253.846154, 10738.461538)))	(((-459.576031, 15000.000000), (4900.002539, 15000.000000), (5000.000000, 14100.023670), (4999.997454, 12204.346830), (1253.846154, 10738.461538), (463.849765, 11054.460094), (-459.576031, 15000.000000)))
00603	 1	 0.3900	 0.4800	 0.0000	 5.4478	 0.2305	(((794.186047, 4825.581395), (2476.923077, 7069.230769), (5980.223124, 6909.989858), (6234.554974, 4048.756545), (3554.621849, 2206.302521), (854.395604, 4366.483516), (794.186047, 4825.581395)))	(((5000.000390, 6954.545437), (5000.000000, 5000.000000), (924.999651, 4999.999535), (2476.923077, 7069.230769), (5000.000390, 6954.545437)))
00603	 31	 0.4100	 0.9200	 0.0000	 4.6588	 0.1250	(((1253.846154, 10738.461538), (5201.851852, 12283.333333), (6311.815068, 11514.897260), (6565.579890, 7539.248382), (5980.223124, 6909.989858), (2476.923077, 7069.230769), (1253.846154, 10738.461538)))	(((4999.999833, 12204.347761), (5000.000151, 6954.545448), (2476.923077, 7069.230769), (1253.846154, 10738.461538), (4999.999833, 12204.347761)))
00603	 32	 0.7700	 1.4400	 0.0000	 0.0476	 0.0250	(((6311.815068, 11514.897260), (5201.851852, 12283.333333), (-1007.142857, 68164.285714), (-1631.329814, 100000.000000), (28000.000000, 100000.000000), (28000.000000, 44636.291205), (10602.970297, 12478.217822), (6311.815068, 11514.897260)))	(((4899.995973, 15000.000000), (5000.000000, 15000.000000), (5000.000000, 14099.963143), (4899.995973, 15000.000000)))
00604	 36	 -0.7500	 1.4100	 0.0000	 0.0495	 0.0791	(((-6330.000000, 11043.333333), (-10790.740741, 12530.246914), (-28000.000000, 46427.307517), (-28000.000000, 100000.000000), (-1028.892174, 100000.000000), (-709.355828, 75711.042945), (-2323.995078, 22966.160788), (-5468.277396, 11511.989486), (-6330.000000, 11043.333333)))	(((-5000.000000, 13217.851918), (-5000.000000, 15000.000000), (-4510.782356, 15000.000000), (-5000.000000, 13217.851918)))
00604	 15	 -0.7100	 0.5000	 0.0000	 5.6604	 0.0559	(((-9397.357826, 6546.577755), (-6975.366649, 7673.085280), (-4417.045455, 5641.477273), (-4745.348837, 4032.790698), (-7227.927928, 2543.243243), (-9675.966851, 4271.270718), (-9397.357826, 6546.577755)))	(((-5000.000179, 6104.411907), (-4417.045455, 5641.477273), (-4547.959243, 4999.999707), (-5000.000000, 5000.000000), (-5000.000179, 6104.411907)))
00604	 30	 -0.4400	 0.8400	 0.0000	 4.9837	 0.1414	(((-6330.000000, 11043.333333), (-5468.277396, 11511.989486), (-1999.060437, 9898.400203), (-2456.250000, 6621.875000), (-4417.045455, 5641.477273), (-6975.366649, 7673.085280), (-6330.000000, 11043.333333)))	(((-5000.000723, 11294.186383), (-1999.060437, 9898.400203), (-2456.250000, 6621.875000), (-4417.045455, 5641.477273), (-4999.999999, 6104.411764), (-5000.000723, 11294.186383)))
