0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	
0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	
0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.231	
0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.215	
0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.215	
0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.231	0.215	
0.211	0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.215	0.215	
0.175	0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.215	0.215	
0.175	0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.231	0.215	0.215	
0.175	0.211	0.211	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.231	0.215	0.215	0.215	
