0.126	0.126	0.126	0.126	0.095	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.130	0.154	0.154	0.154	0.154	0.154	0.141	
0.126	0.126	0.126	0.126	0.104	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.148	0.154	0.154	0.154	0.154	0.154	0.132	
0.126	0.126	0.126	0.126	0.114	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.096	0.154	0.154	0.154	0.154	0.154	0.149	0.129	
0.126	0.126	0.126	0.126	0.123	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.115	0.154	0.154	0.154	0.154	0.154	0.141	0.129	
0.126	0.126	0.126	0.126	0.126	0.090	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.134	0.154	0.154	0.154	0.154	0.154	0.133	0.129	
0.126	0.126	0.126	0.126	0.126	0.100	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.084	0.151	0.154	0.154	0.154	0.154	0.150	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.110	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.100	0.154	0.154	0.154	0.154	0.154	0.142	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.119	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.118	0.154	0.154	0.154	0.154	0.154	0.134	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.086	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.137	0.154	0.154	0.154	0.154	0.151	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.096	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.086	0.153	0.154	0.154	0.154	0.154	0.143	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.105	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.103	0.154	0.154	0.154	0.154	0.154	0.135	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.115	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.122	0.154	0.154	0.154	0.154	0.151	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.124	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.141	0.154	0.154	0.154	0.154	0.143	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.091	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.089	0.154	0.154	0.154	0.154	0.154	0.135	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.101	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.107	0.154	0.154	0.154	0.154	0.152	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.110	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.126	0.154	0.154	0.154	0.154	0.144	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.120	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.145	0.154	0.154	0.154	0.154	0.136	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.087	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.092	0.154	0.154	0.154	0.154	0.152	0.130	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.096	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.111	0.154	0.154	0.154	0.154	0.145	0.129	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.106	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.130	0.154	0.154	0.154	0.154	0.137	0.129	0.129	0.129	0.129	0.129	0.129	
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.116	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.148	0.154	0.154	0.154	0.153	0.130	0.129	0.129	0.129	0.129	0.129	0.129	
0.198	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.124	0.084	0.083	0.083	0.083	0.083	0.083	0.096	0.154	0.154	0.154	0.154	0.146	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
0.352	0.166	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.092	0.083	0.083	0.083	0.083	0.083	0.115	0.154	0.154	0.154	0.154	0.138	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
0.365	0.332	0.144	0.126	0.126	0.126	0.126	0.126	0.126	0.101	0.083	0.083	0.083	0.083	0.083	0.134	0.154	0.154	0.154	0.153	0.130	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
0.365	0.365	0.304	0.130	0.126	0.126	0.126	0.126	0.126	0.111	0.083	0.083	0.083	0.083	0.084	0.151	0.154	0.154	0.154	0.146	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
0.365	0.365	0.365	0.266	0.126	0.126	0.126	0.126	0.126	0.121	0.083	0.083	0.083	0.083	0.100	0.154	0.154	0.154	0.154	0.138	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
0.365	0.365	0.365	0.365	0.224	0.126	0.126	0.126	0.126	0.126	0.087	0.083	0.083	0.083	0.118	0.154	0.154	0.154	0.154	0.131	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	
