,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2.7366997015587913,3.978377590179896,2.9277705041715856,1.80324031644024,1.6675033163297113,2.356267162078134e-06,0.0952929995079667,2.6996290463089054,1.9810181040251293,1.822890057534213,0.5615519187863558,1.97077656800476,1.2575407630410436,2.2043329264297036,1.8062921727655898
1,2.7366997015587913,3.978377590179896,2.9277705041715856,1.80324031644024,1.6675033163297113,2.356267162078134e-06,0.0952929995079667,2.6996290463089054,1.9810181040251293,1.822890057534213,0.5615519187863558,1.97077656800476,1.2575407630410436,2.2043329264297036,1.8062921727655898
2,2.541093559452125,4.044983818069298,2.7203958681542217,1.9545070222850798,2.0176767325142837,7.51453485381866e-05,0.18606699802963644,2.5349631709099802,2.0160404297856527,1.8846363995207416,0.8244299699003775,2.1065396435679182,1.0979262025560357,2.816552124125719,1.885760459559409
3,2.477737176050165,4.048867748913023,2.5547366387771873,2.160429833732147,2.2131481256290813,0.0007843334303066144,0.32705466914042025,2.363526486785339,1.9582545100460782,1.942153007914044,0.9394106254061233,2.2568106188672137,1.1307085036771953,3.097961374670558,1.9093937705249482
4,2.589254149137306,4.098527168424576,2.45397273168754,2.3923920741369313,2.3930187737295485,0.008739247645954044,0.5652454179832297,2.1801894990994084,2.0030641328399565,1.9795958145513672,0.9892669882419548,2.3700850645310148,1.0979583887152171,3.2677684843091583,1.9796436814609628
5,2.6396360129601124,4.103168822255078,2.3467266816270365,2.5110761094628864,2.540369417315014,0.05560325953931878,0.7646788934366608,2.056824107004941,1.941103899493473,2.0050779156479157,1.0587218457179874,2.4650882648019725,1.0247527551578526,3.521285111708282,1.9964174955958587
6,2.691013316208672,4.146238480806703,2.1154084366582735,2.6439135085562295,2.629457115651475,0.16696722836197647,1.0264602474809774,1.9874597546712787,2.0511759624361883,2.0079170593489217,1.1435820275281516,2.54111478829587,0.9158336273928941,3.525907773468009,2.037297560663997
7,2.706866622118542,4.141468789771954,1.8804461754087556,2.735166837712884,2.7009160485634043,0.4270710724300444,1.286914015393912,1.9645056849944775,2.1701457404428024,1.9763773174067853,1.2818772920891333,2.559598563784805,0.7111604806331111,3.4813645756376865,2.09621119216548
8,2.7879666357372903,4.108333156949723,1.7661455485981747,2.805561954896889,2.733454399182849,0.7295278490358525,1.600553318134616,1.95540416570202,2.1700793664036655,1.920367228721983,1.4758859896916237,2.634887949442517,0.5726105403699221,3.5186495376613682,2.125100877383207
9,2.8556972307177695,4.0973840158596895,1.715994315719025,2.876587410191042,2.767631446779059,0.8951755184568104,1.8144187679492148,1.9728392193569961,2.2305385299583946,1.8746707852032538,1.5165028376481111,2.6946868911326303,0.6087652884522317,3.532855740127856,2.1196865550601145
10,2.9100016441191974,4.008409817137127,1.746981035251593,2.98497496000426,2.771227325929412,0.9892928647376733,2.0112472288872647,1.9810089150002907,2.291231060325011,1.8449799946417065,1.5773909955841001,2.7260089330344797,0.847210150611706,3.5733700407753815,2.0837428699475495
11,2.9494048685942453,3.918087116795612,1.798645622222816,3.048421191506065,2.7989531869301008,1.0204280954618026,2.2585036593688295,2.0117038188128116,2.2919857448732355,1.7763306945132005,1.6171739863172707,2.7539639766484583,1.1438478415458773,3.54975669247057,2.050212782552308
12,2.9975884759876834,3.7064588698644525,1.8581256508286057,3.114254989882909,2.7832980624821495,1.0612421469059405,2.4169143963735125,2.053023517094215,2.350547651440424,1.775956593449405,1.646679443966972,2.77108095491464,1.443026907546974,3.5797011886151004,1.994121477842831
13,3.01823077850471,3.509562245613909,1.9119174161610937,3.1906732188527775,2.8029550650800004,1.0282440057325148,2.5803938453751387,2.1002845739529024,2.3516800286733166,1.7345507152770696,1.7271816686785184,2.819591385499364,1.7286757493041944,3.618495659346161,1.9366712046947026
14,3.053387759837285,3.358165299762012,2.017848810047785,3.2052811782213073,2.8101653431999276,1.019764527510071,2.7561505065603464,2.1509051176610474,2.4126720181586823,1.6965097643498077,1.7671949256344177,2.828359747033467,1.912743265714731,3.6306785880560506,1.8588642631835472
15,3.070334236525482,3.0983294620872095,2.1078842013417476,3.1331661036655873,2.816162972115824,1.016954065343676,2.836525505618803,2.203638769740844,2.4149672839258507,1.6965743225258372,1.8058348619535576,2.8419593614191943,2.0319494232634754,3.648293279337176,1.8171448096655725
